source_apartment_name,target_apartment_name,distance_meters,distance_km
관악파크푸르지오,더갤러리테라스,198.51357086,0.20
관악푸르지오,관악푸르지오102동,168.76029247,0.17
관악푸르지오102동,관악푸르지오,168.76029247,0.17
관음삼성,노블레스2(267-4),78.55126573,0.08
광나루현대,연세리버빌6차,173.66583847,0.17
광남,동성5,125.92040476,0.13
광남벨라스(1차),청기와,166.57704602,0.17
광남벨라스(VALLACE),예림아너스,99.93102265,0.10
광남벨라스2동,리츠,322.54972571,0.32
광남벨라스2차,에덴지우,79.76552611,0.08
광남벨라스2차아파트,광남벨라스2차아파트(53-32),27.47947051,0.03
광남벨라스2차아파트(53-32),광남벨라스2차아파트,27.47947051,0.03
광남벨라스613V,이스트드림힐,37.90208233,0.04
광남벨라스643V(50-7),다성이즈빌(50-11),27.61380236,0.03
광남벨라스타워,올림픽파크플러스,59.75297707,0.06
광남아파트101동,에스엠이로빌(379-0),40.06318206,0.04
광남캐스빌,홍릉동부,148.20095212,0.15
광남캐스빌(247-0),삼유스위트빌,38.59490731,0.04
광남캐스빌(389-9),다성이즈빌아파트(388-4),34.50806372,0.03
광남캐스빌(435-7),한독,59.84182873,0.06
광남캐스빌(448-5),타운빌라트,57.71086566,0.06
광남캐스빌(631),그랜드1,48.30140683,0.05
광남캐스빌(C동),문정시영,173.69234349,0.17
광남캐스빌1(512-4),하이펠리스,39.45720996,0.04
광남캐스빌101동,광남캐스빌102동,18.60775128,0.02
광남캐스빌102동,광남캐스빌101동,18.60775128,0.02
광남캐스빌105동,광남캐스빌101동,29.23849876,0.03
광남캐스빌A,광남캐스빌B,25.28799858,0.03
광남캐스빌B,광남캐스빌D,24.82130982,0.02
광남캐스빌D,광남캐스빌B,24.82130982,0.02
광덕파크빌아파트,진주브라운,126.9958662,0.13
광명아파트,서경아파트,140.39341044,0.14
광산,고은,53.61545708,0.05
광산(1122-4),진성아파트102동,68.37911252,0.07
광산로얄,두산위브,357.87912114,0.36
광성금강,다울아크로빌,86.61630107,0.09
광장,"광장(1,2동)",149.82622384,0.15
"광장(1,2동)",광장,149.82622384,0.15
광장11현대홈타운,광장현대9단지,93.40360852,0.09
광장자이,광장11현대홈타운,171.31073991,0.17
광장현대9단지,광장11현대홈타운,93.40360852,0.09
광장힐스테이트,"현대8(801동,802동)",137.73994625,0.14
광진We’vePark,광진동양파라곤1단지,79.27495799,0.08
광진동양파라곤1단지,광진동양파라곤2단지,43.57810477,0.04
광진동양파라곤2단지,광진동양파라곤1단지,43.57810477,0.04
광진코지웰,화양타워,59.25758223,0.06
광진트라팰리스,이튼타워리버5차,101.09713779,0.10
광진하나플러스,자양현대5,248.93044364,0.25
광진하우스토리한강,파라다이스리버빌,106.12014682,0.11
광진해모로리버뷰,강변현대하이엘,88.56160841,0.09
광화문스페이스본(101동~105동),광화문스페이스본(106동),138.11467131,0.14
광화문스페이스본(106동),광화문스페이스본(101동~105동),138.11467131,0.14
교수(B),홍은드림아파트,120.35538493,0.12
구로궁전빌리지(771-42),(771-30),15.12715264,0.02
구로두산,(752-17),142.73501379,0.14
구로두산위브,(781-6),87.36164045,0.09
구로아트빌라3동,구로아트빌라4동(806-33),29.78019975,0.03
구로아트빌라4동(806-33),(806-63)태영빌라,19.89760323,0.02
구로아트빌라5동(806-29),(806-62),22.85858492,0.02
구로에스케이뷰,신도림롯데아파트,153.52927212,0.15
구로지웰,(741-7),142.97983098,0.14
구로현대,문영칸타빌레,173.85189968,0.17
구산,상지카일룸,30.26847842,0.03
구산그린빌,두성아파트,149.88117173,0.15
구암,신현,40.42737851,0.04
구의강변우성아파트,아크로리버,79.432807,0.08
구의동현진에버빌,그레이스홈타운(101동),39.34827473,0.04
구의현대2단지,구의현대6단지,107.88791624,0.11
구의현대6단지,현대13차폴라트리움,102.20128671,0.10
구의현대7단지현대홈타운,파르네빌,93.54115103,0.09
구의현대하이엘,구의현대홈시티,41.10677997,0.04
구의현대홈시티,구의현대하이엘,41.10677997,0.04
구일우성,현대연예인,300.40273989,0.30
구파발10단지어울림(1011~1019동)BL3-1,구파발9단지래미안(916~928동)BL3-2,262.21318377,0.26
구파발9단지래미안(916~928동)BL3-2,상림마을8단지롯데캐슬(810~820동)BL1-1,252.71593963,0.25
구현대,삼부컨비니언,157.88391706,0.16
국제산장,삼성산주공(주공3단지),237.41532165,0.24
국화맨션,문래우정,90.35193395,0.09
굿모닝기룡(369-0),뉴신사신성,93.34176336,0.09
굿모닝기룡아파트,세민HIPARK,20.47500116,0.02
굿모닝하이츠,동일5차101동,56.34357955,0.06
굿이모션(1103-3),올림푸스,163.12178167,0.16
궁전,태헌(신월프라자),52.11194066,0.05
궁전(912-1)B동,궁전A동,28.65302508,0.03
궁전A동,궁전(912-1)B동,28.65302508,0.03
궁전아트빌라,태영빌라2,17.04604587,0.02
그대家,삼성아트빌(715-32),179.10084057,0.18
그라비스,천우네오젠(790-3),178.12144434,0.18
그랑디오스,호산프라자,106.604868,0.11
그랑밸리(64),진성,146.9606434,0.15
그랑빌,서래루체,54.01042198,0.05
그랑씨엘2000,파인빌리지,28.93477659,0.03
그랑씨엘3차,베로니스5차,39.33657952,0.04
그랑프리,미진주택B동,19.86771759,0.02
그랜드,SK,248.74926346,0.25
그랜드(A동),서부사이버,44.2759354,0.04
그랜드1,광남캐스빌(631),48.30140683,0.05
그랜드밸리아파트,신동양빛여울아파트,84.78315267,0.08
그랜드아이파크,화곡6차보람쉬움,59.07478666,0.06
그랜드팰리스,디아이빌102동,129.95349632,0.13
그레이스,유안,62.7023941,0.06
그레이스(786-10),예지보금자리,52.58892552,0.05
그레이스(B동),홍제원현대(459-0),147.0520971,0.15
그레이스3차,정원쉐르빌,116.06150709,0.12
그레이스홈타운(101동),그레이스홈타운(102동),29.63926008,0.03
그레이스홈타운(102동),그레이스홈타운(101동),29.63926008,0.03
그린,MID그린(1동),139.48274335,0.14
그린빌,조은2차,67.37960784,0.07
그린빌라트,삼환나띠르빌(1002-7),127.5538863,0.13
그린빌아파트,경헌그린아파트,73.08278921,0.07
그린스테이트,대우파크힐(쌍문동이안),63.30033063,0.06
그린씨티,명진에버그린,56.16605064,0.06
그린아파트,정산파크뷰,114.37169579,0.11
그린아파트빌,삼백,69.26989817,0.07
그린월드,신부3차파스카,29.37688157,0.03
그린트리,대영2동,84.02685671,0.08
그린파크(코오롱하늘채),금호베스트빌1,61.90831654,0.06
그린파크빌아파트,신동아타워,183.20421569,0.18
그린플러스구로해담채2,성호메이플라워멤버스빌,30.34758487,0.03
그린피아,엠브이아파트,84.3495605,0.08
극동,유원,66.96688299,0.07
극동(105),사당우성2,0,0.00
극동(105),사당우성3,0,0.00
극동1,극동2,0,0.00
극동2,극동1,0,0.00
극동강변,한강쌍용,126.26226027,0.13
극동그린,화이트캐슬,137.80448995,0.14
극동늘푸른,신도브래뉴,80.10736423,0.08
극동메트로타워,정익제이원5차,84.97076393,0.08
극동미라주,왕십리풍림아이원,173.09661909,0.17
극동상록수,송촌,88.44481858,0.09
극동스타클래스2,경남아너스빌(1608-8),47.80711521,0.05
극동아파트,그린스테이트,130.52163161,0.13
극동옥정,한남하이츠,125.91260266,0.13
극동의푸른별1차,금호타운(583),228.34242155,0.23
근상아트프리즘,NEWSK아파트,23.88040212,0.02
근상프리즘,웨스트빌,152.41974147,0.15
근상프리즘(1076-2),성재센트리움아파트,45.0024924,0.05
근상프리즘(342-35),계명가동(343-65),98.01777607,0.10
근상프리즘(955-9),근상프리즘(957-1),153.68573176,0.15
근상프리즘(957-1),광산(1122-4),84.66350864,0.08
글로리,충정솔레디움(101동),74.7167947,0.07
글로리안(B),토토타워(5차),19.60813344,0.02
글로벌파크,마젤란21,279.01260126,0.28
금강,해주,103.0164491,0.10
금강(343),더메디치,203.24711517,0.20
금강KCC,자양우성7,144.61017491,0.14
금강산아파트,e-푸른가동,78.68465091,0.08
금강아미움,성림(390-5),102.36273573,0.10
금강아미움(101동),금강아미움(102동),28.75741181,0.03
금강아미움(102동),금강아미움(101동),28.75741181,0.03
금강아미움(103동),금강아미움(102동),28.88927025,0.03
금강아미움(104동),금강아미움(101동),29.8351586,0.03
금강아미움(106동),금강아미움(103동),29.81709409,0.03
금강에스쁘아,목동태진드림피아,73.00889939,0.07
금강캐스빌,대동1,177.75880043,0.18
금강포란재(101),갈현현대,67.69767972,0.07
금강프리빌,훼미리타운,189.50989963,0.19
금광,백운한비치,57.3110536,0.06
금광아크존(635-14),압구정케이씨씨(622-1),198.99708398,0.20
금광포란재,이안강동,45.97344305,0.05
금광포란재아파트,방학동삼성래미안2,64.33422232,0.06
금상아파트,북한산동호스카이,344.92506644,0.34
금성,우성2,136.84971212,0.14
금성아파트,원효전자상가,301.97404463,0.30
금성타운,천호2차우림루미아트,51.27909546,0.05
금성프라자1,에스디펠리체,66.24798671,0.07
금용,세명,52.07557899,0.05
금정노블,드림팰리스,64.57184061,0.06
금천현대,라이프,215.8425482,0.22
금하뜨라네,빛여울,127.33589599,0.13
금호,한스타워,74.83949494,0.07
금호(1차),관악,369.78624755,0.37
금호(444-9),장한평월드메르디앙,93.5967105,0.09
금호1,진도2,89.12604739,0.09
금호1차푸르지오,금호자이2차,107.46718706,0.11
금호2,신원에벤에셀,63.62857742,0.06
금호베스트빌,E-아름다운세상,336.00618432,0.34
금호베스트빌1,그린파크(코오롱하늘채),61.90831654,0.06
금호삼성래미안,삼산금호,325.27295257,0.33
금호아파트,웅주아크로파크,86.98115782,0.09
금호아파트(768),에이스,60.52211808,0.06
금호어울림,SM해그린,60.54756052,0.06
금호어울림(580),한진해모로,95.75644424,0.10
금호어울림(580-1),금호어울림(580),152.67065406,0.15
금호자이1차,래미안하이리버,252.08827988,0.25
금호자이2차,금호1차푸르지오,107.46718706,0.11
금호타운,엠그린,100.87076225,0.10
금호타운(583),진로유통조합대림,210.88134516,0.21
금호타운2차아파트,힐스테이트,275.36785287,0.28
금호한신,금호1차푸르지오,200.70653082,0.20
금호현대,대림(1차),229.13907954,0.23
금홍해오름,현대7,57.25601454,0.06
기린,진달래,99.1712403,0.10
기산그린,번동한양아파트,229.3726102,0.23
기산빌라트,현대빌라트(643-23),49.22802041,0.05
기용,피스플하우스,241.30532805,0.24
기정MAY(247-112),엘림,28.25945887,0.03
길동3차이룸,하나플러스,80.88732271,0.08
길동쎈스빌주상복합,SM해그린12차,62.44987263,0.06
길동우성,하나플러스,110.67986727,0.11
길명1차아파트,태경크레앙스(101동),23.49039503,0.02
길성,연흥,26.45999094,0.03
길성그랑프리텔,마곡드림힐,183.89118479,0.18
길성그랑프리텔아파트,신도1차아파트,90.04082391,0.09
길음뉴타운1단지(래미안길음1차),길음뉴타운6단지(래미안),238.26600145,0.24
길음뉴타운2단지푸르지오,길음뉴타운3단지푸르지오,191.56769725,0.19
길음뉴타운3단지푸르지오,길음뉴타운2단지푸르지오,191.56769725,0.19
길음뉴타운4단지(e편한세상),래미안트리베라1단지,228.81026354,0.23
길음뉴타운5단지(래미안),길음뉴타운7단지(두산위브),148.18509921,0.15
길음뉴타운6단지(래미안),길음뉴타운1단지(래미안길음1차),238.26600145,0.24
길음뉴타운7단지(두산위브),길음뉴타운5단지(래미안),148.18509921,0.15
길음뉴타운8단지(래미안),길음현대,188.91474276,0.19
길음뉴타운9단지(래미안),라온유,123.83604547,0.12
길음뉴타운경남아너스빌,라온유,172.94655566,0.17
길음뉴타운데시앙,정릉푸른마을동아,195.48311513,0.20
길음뉴타운신안파크아파트,삼각산아이원,231.17067703,0.23
길음동동부센트레빌(1278-0),송천센트레빌,300.17004975,0.30
길음서희스타힐스,성북힐스테이트(102동),197.53353787,0.20
길음역금호어울림센터힐,돈암동삼성,113.49866908,0.11
길음현대,길음뉴타운5단지(래미안),180.59818356,0.18
길훈,신안파크,121.24335564,0.12
길훈로즈빌,목동삼성쉐르빌Ⅱ,122.42299833,0.12
길훈엔트런스빌,정원,116.40705174,0.12
까치마을,목련타운,207.49564837,0.21
까치산(101동),까치산(102동),23.37686694,0.02
까치산(102동),까치산(101동),23.37686694,0.02
꿈의숲SKVIEW,송암,364.52950751,0.36
꿈의숲대명루첸아파트,참누리아파트,365.04492532,0.37
꿈의숲푸르지오,래미안월곡,190.73215494,0.19
끄레메빌,비버리힐즈,32.42399864,0.03
나래8차,부강아파트,100.70985213,0.10
나산,해주,57.85628539,0.06
나성,대동황토방2,62.57543173,0.06
나스빌3차,방배힐2차,25.31755512,0.03
나이스홈,미래하임,11.80532342,0.01
나이아가라,우당,33.54763714,0.03
나인빌,다움7샤인힐,32.350187,0.03
나크빌라트,신원빌라트,43.31035898,0.04
낙성대늘푸른,삼성아트빌(1690-163),20.54365868,0.02
낙성대현대(296),동아타운,266.11972311,0.27
낙성대현대아파트,아이펠리스,60.99472177,0.06
낙성대현대홈타운,관악미래가,151.82858434,0.15
낙원연립재건축조합아파트,문국,72.98611618,0.07
남가좌동현대,쌍용스윗닷홈,101.74540009,0.10
남경리버빌(343-48),성재센트리움아파트(343-35),18.53163067,0.02
남광쉐르빌,응암아네스트,57.39639559,0.06
남광쉐르빌(923-10),효성A(923-17),23.07997832,0.02
남광아파트,탑스빌아파트(101동),87.22742431,0.09
남광아파트(1131-11),진성101동,85.31706975,0.09
남산대림,용산동아파트,109.29237027,0.11
남산롯데캐슬아이리스,SK리더스뷰남산,149.40258962,0.15
남산센트럴자이,진양상가,153.4277574,0.15
남산애지앙,후암맨션,98.64078197,0.10
남산정은스카이,남산타운,128.91876,0.13
남산타운,남산정은스카이,128.91876,0.13
남산트라팰리스,후암맨션,209.86796873,0.21
남산퍼시픽,쌍용남산플래티넘,206.92535746,0.21
남서울,포레나 신길,256.37102376,0.26
남서울건영2,관악산신도브래뉴,150.29478026,0.15
남서울건영아파트,시흥목련,211.75810455,0.21
남서울힐스테이트,대도훼미리,145.5737757,0.15
남성,리버뷰신안인스빌2단지,137.06939194,0.14
남성1차현대타운,현대타운,30.28154426,0.03
남성골든빌A동B동,경남아너스빌2차,84.78456368,0.08
남양,조한,55.0516593,0.06
남양구르미아파트,대광월드,346.74318821,0.35
남영시티빌,동서,78.72508322,0.08
남청파인힐,신대림아파트,48.01040846,0.05
남청파인힐(101동),건원베스트원,92.0863225,0.09
남해그린힐,월드그린,102.39622452,0.10
남해오네뜨,삼호그린,116.02629615,0.12
남현그린,아이파크,216.2672343,0.22
남현동한일유앤아이,예성그린캐슬III,60.28520147,0.06
내발산우신웨스트빌,현대파크,30.60031639,0.03
내안에이너스,수명산태송팰리채,61.23383664,0.06
내이처해밀,헤렌어반,72.191125,0.07
내일쎄닛빌,우암쎈스뷰,104.3914201,0.10
내츄럴1차,태승훼미리3차,40.11033828,0.04
내츄럴2차,청솔파인힐(736-0),52.56182365,0.05
내츄럴4차아파트,예스빌,31.18905015,0.03
내츄럴아파트3차,내츄럴4차아파트,54.42241412,0.05
네스빌(728-10),대명벨리온,90.70176632,0.09
네오블로썸,삼성동롯데캐슬킹덤,103.54461521,0.10
네오빌,현대홈타운2차,56.32216138,0.06
넥서스빌2,로하스,130.36394311,0.13
노들,미주B,49.56576809,0.05
노량진맨션,상도효성해링턴플레이스,212.29408794,0.21
노바,동호리츠빌,35.18682898,0.04
노보빌아파트,홍익봄마을,130.21543273,0.13
노블네스트,선광,128.9711708,0.13
노블레스,도영힐,85.04200982,0.09
노블레스(249-12),서암,62.24042072,0.06
노블레스(383-8),다오아트빌,32.14526858,0.03
노블레스2,명경아트빌,100.53445601,0.10
노블레스2(267-4),관음삼성,78.55126573,0.08
노블레스빌(246-1),새마을,52.55869913,0.05
노블레스빌3,서암,45.12262533,0.05
노블레스아파트,밝은햇살,44.49067423,0.04
노블레스하우스,삼성V아파트A동,22.67137566,0.02
노블리스아파트,아차산인앤인W클래스101동,58.16060219,0.06
노블리움,대영테크빌,109.42963002,0.11
노블스위트,조이너스,26.11884983,0.03
노블스카이,유림,43.9665468,0.04
노블스톤,예촌A,20.89844109,0.02
노블씨티,방배렉슬,34.05628865,0.03
노블카운티,강남한솔,26.69198764,0.03
노블하우스(803-8),베로니스2차,24.85263963,0.02
노블하임,베로니스3차,69.45850597,0.07
노아아크빌,상암마젤란21,61.34214323,0.06
노원IPARK,충효파크타운,212.17092661,0.21
노원우성,소담빌,182.3468028,0.18
노원프레미어스엠코,67디벨리움,40.26161805,0.04
노원현대,비콘드림힐3,130.00991886,0.13
녹번2현대,대신홈타운(168-33),156.1482541,0.16
녹번JR아파트,대림아파트(276),76.58376717,0.08
