apartment_name,school_name,distance_meters,distance_km
목동신시가지14,서울신목초등학교,208.89440634,0.21
목동신시가지2,신목중학교,258.4290173,0.26
목동신시가지3,서울영도초등학교,197.69074505,0.20
목동신시가지4,서울영도초등학교,447.04109067,0.45
목동신시가지5,월촌중학교,332.7367779,0.33
목동신시가지6,서울경인초등학교,211.41671358,0.21
목동신시가지7,서울목운초등학교,502.0894795,0.50
목동신시가지7,목운중학교,502.0894795,0.50
목동신시가지8,서울서정초등학교,205.73223205,0.21
목동신시가지9,서울신서초등학교,221.33133172,0.22
목동우성2,서울은정초등학교,381.80876494,0.38
목동우성3,서울은정초등학교,337.75440381,0.34
목동이-편한세상,신목중학교,264.12526874,0.26
목동진흥,서울양화초등학교,189.43561772,0.19
목동청구한신아파트,서울목원초등학교,178.21280401,0.18
목동캐슬아파트,목동중학교,199.26238811,0.20
목동태진드림피아,서울정목초등학교,155.19795619,0.16
목동트윈빌,서울영도초등학교,600.58521535,0.60
목동해오름102동,서울영상고등학교,121.27619405,0.12
목동해오름103동,서울영상고등학교,106.75467713,0.11
목동현대1,목운중학교,117.61592232,0.12
목동현대1,서울목운초등학교,117.61592232,0.12
목동현대3차,목동중학교,515.89693072,0.52
목동효성,서울양화초등학교,210.04035368,0.21
목동훼미리,서울양화초등학교,487.67733614,0.49
목동휘버스,진명여자고등학교,118.01687354,0.12
목동힐스테이트,서울양명초등학교,436.59688579,0.44
목련타운,서울왕북초등학교,178.03707956,0.18
목화,영도중학교,173.84210795,0.17
목화,강서고등학교,173.84210795,0.17
목화101,금천문화예술정보학교,362.65209982,0.36
목화102,금천문화예술정보학교,391.08200453,0.39
목화수목원102동,서울오정초등학교,142.18542242,0.14
목화수목원아파트101동,성베드로학교,148.20812879,0.15
몬드리안,서울망원초등학교,84.76319435,0.08
몬테피오레,서울후암초등학교,209.43331469,0.21
무궁화,서울역촌초등학교,372.87085196,0.37
무림,서울영림초등학교,101.9329413,0.10
무악다온채,서울독립문초등학교,301.54847353,0.30
무악재한화,서울안산초등학교,400.51976957,0.40
무지개아파트(308-86),선정국제관광고등학교,495.8740698,0.50
무지개아파트(308-86),선정고등학교,495.8740698,0.50
무지개아파트(308-86),선정중학교,495.8740698,0.50
무지개에이,경성고등학교,297.64297006,0.30
무지개에이,홍익디자인고등학교,297.64297006,0.30
무지개에이,경성중학교,297.64297006,0.30
무학,봉림중학교,85.84807853,0.09
무학현대,서울무학초등학교,280.5849085,0.28
묵동자이(1단지),서울공릉초등학교,508.21950191,0.51
묵동자이(2단지),태릉중학교,539.49949171,0.54
묵동포레시타,서울묵현초등학교,145.70203173,0.15
묵정,서울충무초등학교,175.15389145,0.18
문국,서울내발산초등학교,263.29680447,0.26
문래건영,서울문래초등학교,130.61406675,0.13
문래공원한신,서울문래초등학교,180.9113407,0.18
문래금호어울림,양화중학교,157.06896422,0.16
문래대림,서울영문초등학교,312.62573589,0.31
문래동삼환,신도림중학교,533.89116778,0.53
문래동원데자뷰,서울문래초등학교,250.81814804,0.25
문래두산위브,서울영문초등학교,361.10150764,0.36
문래미원,서울영문초등학교,105.29498355,0.11
문래베어스타운,문래중학교,145.78151209,0.15
문래우정,서울문래초등학교,399.27669694,0.40
문래자이,서울영등포초등학교,378.10300542,0.38
문래해태,한국영등포화교소학교,465.81465531,0.47
문래현대5차,문래중학교,333.08566179,0.33
문래힐스테이트,서울문래초등학교,257.43101768,0.26
문성,문성중학교,266.76390226,0.27
문수해오름,태릉중학교,462.21490158,0.46
문영마운틴(167-2),연서중학교,211.97485556,0.21
문영센스빌,중앙여자중학교,274.42832283,0.27
문영센스빌,추계초등학교,274.42832283,0.27
문영센스빌,중앙여자고등학교,274.42832283,0.27
문영칸타빌레,영서중학교,194.46337762,0.19
문정가락현대1차,서울문정초등학교,291.971086,0.29
문정그린,학력인정 한림중학교(2년제),139.44019699,0.14
문정그린,학력인정 한림연예예술고등학교,139.44019699,0.14
문정그린,학력인정 한림실업고등학교(2년제),139.44019699,0.14
문정대우푸르지오1차,서울문덕초등학교,203.04500569,0.20
문정대우푸르지오2차,문정고등학교,191.82373916,0.19
문정대우푸르지오3차,학력인정 한림중학교(2년제),222.99544115,0.22
문정대우푸르지오3차,학력인정 한림연예예술고등학교,222.99544115,0.22
문정대우푸르지오3차,학력인정 한림실업고등학교(2년제),222.99544115,0.22
문정동아,서울문정초등학교,170.838409,0.17
문정래미안,서울문정초등학교,196.51878176,0.20
문정시영,문정중학교,509.70594651,0.51
문화1,서울길동초등학교,179.66670061,0.18
문화촌현대,인왕중학교,193.10560586,0.19
미광,신서고등학교,524.52082635,0.52
미그린,서울증산초등학교,275.01587726,0.28
미도,서울상천초등학교,309.54180929,0.31
미도맨션3차,서울대곡초등학교,292.54207067,0.29
미도빌라B동,서울구로남초등학교,247.9464687,0.25
미동,서울미동초등학교,153.65750278,0.15
미라보,정의여자고등학교,218.15392434,0.22
미라보,정의여자중학교,218.15392434,0.22
미라보,한신초등학교,218.15392434,0.22
미라보(성림),서울덕암초등학교,609.15226982,0.61
미래,인헌중학교,268.33565361,0.27
미래타워,서울영림초등학교,563.44869537,0.56
미래하이츠,서울가산초등학교,224.14251898,0.22
미래하임,서울대은초등학교,213.83194624,0.21
미래하임(6-19),서울대은초등학교,239.71373261,0.24
미래하임(9-46),서울대은초등학교,286.64795576,0.29
미래하임(아파트),서울상신초등학교,274.03672651,0.27
미래한건(1563-78),미성중학교,329.53820573,0.33
미래한건아파트101동,서울면목초등학교,349.41239426,0.35
미랜드,신진과학기술고등학교,295.50578917,0.30
미랜드퀸,서울토성초등학교,90.12775479,0.09
미랜드퀸아파트101동,둔촌고등학교,181.67152738,0.18
미랜드프래임빌(102동),서울상봉초등학교,289.27783396,0.29
미륭,서울녹천초등학교,479.39133704,0.48
미르라이프,동명여자고등학교,334.7204254,0.33
미르라이프,동명생활경영고등학교,334.7204254,0.33
미리내아파트,신월중학교,182.03653294,0.18
미미,선일초등학교,199.53568194,0.20
미미,선일여자중학교,199.53568194,0.20
미미,선일빅데이터고등학교,199.53568194,0.20
미미,선일여자고등학교,199.53568194,0.20
미성,서울녹천초등학교,479.39133704,0.48
미성1차,신사중학교,102.89123209,0.10
미성2차,신사중학교,248.17882331,0.25
미성맨션,방산고등학교,292.84161423,0.29
미성아파트(연립),화원중학교,219.79107765,0.22
미소가,서울후암초등학교,277.73456176,0.28
미소로,문정고등학교,166.47858538,0.17
미소애,서울창원초등학교,377.69098934,0.38
미아1차래미안,서울효정학교,301.02021474,0.30
미아동부센트레빌,서울송천초등학교,216.27283071,0.22
미아신구,서울애화학교,213.89730528,0.21
미아한일유앤아이,창문여자고등학교,187.20601831,0.19
미아한일유앤아이,창문여자중학교,187.20601831,0.19
미영(101),코리아외국인학교,293.95932487,0.29
미영(102),코리아외국인학교,268.50266716,0.27
미영리치타운,서울중목초등학교,564.81842608,0.56
미영리치타운103,서울상봉초등학교,521.34112402,0.52
미원1,성서중학교,396.36320046,0.40
미원2,서울동교초등학교,64.81034845,0.06
미주,학력인정 정암미용고등학교(2년제),212.14496249,0.21
미주A,용산철도고등학교,459.45093923,0.46
미주B,용산철도고등학교,508.19935925,0.51
미주파스텔,서울신동초등학교,48.65214531,0.05
미주프라자,서울영문초등학교,191.34999328,0.19
미진주택B동,서울오류초등학교,185.26304761,0.19
미켈란107,경기고등학교,485.16572217,0.49
미켈란147,서울정애학교,184.16504718,0.18
미켈란호수가,서울석촌초등학교,583.61199093,0.58
밀라텔쉐르빌,서울서초초등학교,42.21079821,0.04
밀란체1,서울해누리초등학교,277.70419855,0.28
밀란체1,해누리중학교,277.70419855,0.28
밀레니엄삼우,서울수색초등학교,255.03718953,0.26
밀레스트,신서고등학교,470.19649571,0.47
바비엥3,이화여자외국어고등학교,269.10218372,0.27
박석고개1단지힐스테이트(101~111동)BL2-12,서울은진초등학교,149.75495097,0.15
박석고개1단지힐스테이트(112~115동)BL2-13,서울은진초등학교,267.7764327,0.27
박석고개1단지힐스테이트(116~131동)BL2-1,서울은진초등학교,114.00190172,0.11
반도,중경고등학교,571.64794833,0.57
반도유보라,당산서중학교,174.52980133,0.17
반도유보라아일랜드,서울신석초등학교,406.01629351,0.41
반도하우드,선일초등학교,159.74411546,0.16
반도하우드,선일여자고등학교,159.74411546,0.16
반도하우드,선일빅데이터고등학교,159.74411546,0.16
반도하우드,선일여자중학교,159.74411546,0.16
반석블레스,서울신남성초등학교,89.90995156,0.09
반석블레스빌,서울청룡초등학교,318.71874019,0.32
반석푸른숲,인헌중학교,523.69667522,0.52
반포2차ApelBaum,서울서래초등학교,254.42476294,0.25
반포경남아파트,신반포중학교,75.73095325,0.08
반포대우멤버스카운티2차,서울프랑스학교,109.01006592,0.11
반포두산힐스빌,서울서원초등학교,428.10009882,0.43
반포리체,서울서원초등학교,173.98786204,0.17
반포미도,서울서원초등학교,530.27114107,0.53
반포미도2차아파트,서울원촌초등학교,608.02173261,0.61
반포샤인힐4차,방배중학교,253.04693789,0.25
반포서래빌,방배중학교,121.76632079,0.12
반포서래월드메르디앙스칼라아파트A동,서울프랑스학교,353.16088358,0.35
반포서래월드메르디앙스칼라아파트B동,서울프랑스학교,347.50418711,0.35
반포에스케이뷰,서울서래초등학교,344.19352163,0.34
반포이안애1차,방배중학교,122.09432124,0.12
반포자이,서울원촌초등학교,116.61669749,0.12
반포주공1단지,반포중학교,341.80024793,0.34
반포파크빌,신반포중학교,94.47428623,0.09
반포팰리스,원촌중학교,349.81653905,0.35
반포푸르지오,덜위치칼리지서울영국학교,108.049824,0.11
반포훼미리(101동),원촌중학교,296.47368859,0.30
반포훼미리(102동),원촌중학교,305.44586087,0.31
반포훼밀리빌,서울서원초등학교,483.05539042,0.48
반포힐스테이트,서울잠원초등학교,156.87856759,0.16
밝은문,서울은명초등학교,351.83294609,0.35
밝은햇살,서울염동초등학교,232.19128586,0.23
밤섬경남아너스빌,신수중학교,212.02235947,0.21
밤섬리버베르빌,서울서강초등학교,584.32243052,0.58
밤섬예가클래식,서울신석초등학교,319.50170762,0.32
밤섬힐스테이트,신수중학교,385.32706338,0.39
방배1차현대홈타운,서문여자중학교,78.08014799,0.08
방배1차현대홈타운,서문여자고등학교,78.08014799,0.08
방배2차e-편한세상,서울방일초등학교,549.64338604,0.55
방배2차상지리츠빌,동덕여자중학교,146.92454392,0.15
방배2차상지리츠빌,동덕여자고등학교,146.92454392,0.15
방배2차현대홈타운,서문여자고등학교,151.23758464,0.15
방배2차현대홈타운,서문여자중학교,151.23758464,0.15
방배3차e-편한세상,서울서래초등학교,285.01387607,0.29
방배3차현대홈타운,경문고등학교,250.31878675,0.25
방배5차상지리츠빌,서울서래초등학교,393.15753697,0.39
방배CJ나인빌1차,서울방일초등학교,141.35512334,0.14
방배CJ나인빌2차,서울방일초등학교,124.67426399,0.12
방배갤러리,방배중학교,451.31108663,0.45
방배노블힐스,동덕여자고등학교,96.81496381,0.10
방배노블힐스,동덕여자중학교,96.81496381,0.10
방배대성유니드아파트,이수중학교,378.81390357,0.38
방배대우(562-1),서울방현초등학교,88.25729637,0.09
방배대우디오빌,서울방배초등학교,271.7742894,0.27
방배대우멤버스카운티(809-17),서울서래초등학교,463.81188558,0.46
방배대우멤버스카운티201,서울서래초등학교,540.23194031,0.54
방배대우멤버스카운티501,방배중학교,235.53801756,0.24
방배대우멤버스카운티502,방배중학교,264.94803261,0.26
방배대우유로카운티,방배중학교,421.38295548,0.42
방배동갤러리하우스3,방배중학교,355.0160927,0.36
방배동동양파라곤,상문고등학교,138.40926615,0.14
방배디오슈페리움Ⅰ,서문여자중학교,351.43089386,0.35
방배디오슈페리움Ⅰ,서문여자고등학교,351.43089386,0.35
방배래미안타워,서울방현초등학교,165.26648178,0.17
방배렉슬,방배중학교,337.64010461,0.34
방배롯데캐슬로제,방배중학교,585.04237187,0.59
방배브라운가,이수중학교,370.10768137,0.37
방배블레스밸리,상문고등학교,323.84543361,0.32
방배빌라트,방배중학교,467.0299726,0.47
방배샤인힐6차,방배중학교,518.34847827,0.52
방배서리풀힐스,이수중학교,422.35275992,0.42
방배신동아럭스빌,상문고등학교,551.36070952,0.55
방배신삼호,서울서래초등학교,89.57687672,0.09
방배씨티(보성),서울방배초등학교,545.53782906,0.55
방배아이파크,서문여자중학교,299.08441228,0.30
방배아이파크,서문여자고등학교,299.08441228,0.30
방배아크로리버,서울서래초등학교,519.39016751,0.52
