apartment_name,line_name,distance_meters,distance_km
서초두산위브트레지움,신논현,485.07005735,0.49
서초래미안,교대(법원.검찰청),631.95604322,0.63
서초레몬,남부터미널(예술의전당),107.96033112,0.11
서초레몬,남부터미널(예술의전당),107.96033112,0.11
서초로얄,남부터미널(예술의전당),417.48174326,0.42
서초로얄,남부터미널(예술의전당),417.48174326,0.42
서초로즈힐,남부터미널(예술의전당),676.51644446,0.68
서초로즈힐,남부터미널(예술의전당),676.51644446,0.68
서초롯데캐슬84,교대(법원.검찰청),357.4322909,0.36
서초롯데캐슬프레지던트,교대(법원.검찰청),547.50126165,0.55
서초리젠,남부터미널(예술의전당),319.39903334,0.32
서초리젠,남부터미널(예술의전당),319.39903334,0.32
서초벽산블루밍,양재(서초구청),711.52576676,0.71
서초삼성래미안,교대(법원.검찰청),470.84022024,0.47
서초쌍용플래티넘,남부터미널(예술의전당),147.16024995,0.15
서초쌍용플래티넘,남부터미널(예술의전당),147.16024995,0.15
서초아크빌,교대(법원.검찰청),271.74505066,0.27
서초아트빌,양재(서초구청),725.27601909,0.73
서초아트자이,남부터미널(예술의전당),416.15199299,0.42
서초아트자이,남부터미널(예술의전당),416.15199299,0.42
서초아파트,양재(서초구청),498.94190258,0.50
서초에스케이뷰,서초,639.12250341,0.64
서초에스케이뷰,서초,639.12250341,0.64
서초예성그린캐슬,교대(법원.검찰청),271.73316723,0.27
서초우방유쉘,서초,376.04852091,0.38
서초우방유쉘,서초,376.04852091,0.38
서초이에스에이3차,방배,783.76698659,0.78
서초이에스에이3차,방배,783.76698659,0.78
서초이오빌,남부터미널(예술의전당),338.24818975,0.34
서초이오빌,남부터미널(예술의전당),338.24818975,0.34
서초자연인아파트(101동),양재(서초구청),625.75928353,0.63
서초자연인아파트(102동),양재(서초구청),637.17834815,0.64
서초자이,남부터미널(예술의전당),360.80483548,0.36
서초자이,남부터미널(예술의전당),360.80483548,0.36
서초중흥S-클래스(도시형생활주택),남부터미널(예술의전당),456.05540677,0.46
서초중흥S-클래스(도시형생활주택),남부터미널(예술의전당),456.05540677,0.46
서초지웰,남부터미널(예술의전당),237.96735877,0.24
서초지웰,남부터미널(예술의전당),237.96735877,0.24
서초코아,남부터미널(예술의전당),690.12005735,0.69
서초코아,남부터미널(예술의전당),690.12005735,0.69
서초타운트라팰리스,강남,161.01971503,0.16
서초타워시티빌,강남,383.89688353,0.38
서초태동스위트,교대(법원.검찰청),304.48703415,0.30
서초트라팰리스,양재(서초구청),553.2575382,0.55
서초트레져,방배,624.6678265,0.62
서초트레져,방배,624.6678265,0.62
서초파라곤,강남,218.72004866,0.22
서초파레스,독산,1010.20907629,1.01
서초파크빌,양재시민의숲(매헌),272.69731625,0.27
서초포레스타2단지,청계산입구,1021.96651672,1.02
서초포레스타3단지,청계산입구,885.59982155,0.89
서초포레스타5단지,청계산입구,504.89298524,0.50
서초포레스타6단지,청계산입구,302.71959126,0.30
서초포레스타7단지,청계산입구,173.37227774,0.17
서초프라임빌(1566-9),교대(법원.검찰청),382.72460946,0.38
서초프레스턴,서초,420.88847882,0.42
서초프레스턴,서초,420.88847882,0.42
서초한빛삼성,서초,420.9461175,0.42
서초한빛삼성,서초,420.9461175,0.42
서초한신,남부터미널(예술의전당),289.44506319,0.29
서초한신,남부터미널(예술의전당),289.44506319,0.29
서초한신리빙타워,남부터미널(예술의전당),557.69324251,0.56
서초한신리빙타워,남부터미널(예술의전당),557.69324251,0.56
서초한일,교대(법원.검찰청),567.06173301,0.57
서초한일유앤아이주상복합,신논현,201.97119246,0.20
서초한일유앤아이주상복합,신논현,201.97119246,0.20
서초현대,교대(법원.검찰청),587.63627548,0.59
서초현대타워아파트,강남,51.29441066,0.05
서초호반써밋,선바위,1103.60580011,1.10
서초화원그랑빌,서초,505.06953478,0.51
서초화원그랑빌,서초,505.06953478,0.51
서초힐스,선바위,1533.08417282,1.53
서해그랑블,온수(성공회대입구),772.42867481,0.77
서희스타힐스,숭실대입구(살피재),961.01718361,0.96
서희융창,사당,659.12135373,0.66
서희융창,사당,659.12135373,0.66
석관래미안,돌곶이,294.23948039,0.29
석촌,석촌고분,280.35220233,0.28
석촌호수효성해링턴타워,석촌고분,533.6110275,0.53
석탑,양원,677.96274488,0.68
석탑아파트101동,강남구청,319.06923066,0.32
선결,디지털미디어시티,638.82903897,0.64
선경,서울대입구(관악구청),358.79507859,0.36
선경,서울대입구(관악구청),358.79507859,0.36
선경(127),월곡(동덕여대),459.09837382,0.46
선경1차(1동-7동),대치,291.82983363,0.29
선경1차(1동-7동),대치,291.82983363,0.29
선경2차(8동-12동),대치,291.82983363,0.29
선경2차(8동-12동),대치,291.82983363,0.29
선경3차,대치,243.04593791,0.24
선경3차,대치,243.04593791,0.24
선경빌라트,가좌,710.14974354,0.71
선경에버빌,양재시민의숲(매헌),704.92372755,0.70
선광,강동구청,642.6349416,0.64
선덕빌라트아파트,솔밭공원,708.55955748,0.71
선릉역대우아이빌(890-49),선릉,225.24684592,0.23
선릉역풍림아이원레몬,선릉,218.42213864,0.22
선명(101동),가좌,1252.545964,1.25
선명(102동),가좌,1255.4606152,1.26
선사현대아파트,암사,287.62474682,0.29
선영베스트,내방,390.4853892,0.39
선우쉐르빌,온수(성공회대입구),736.92758415,0.74
선우아파트,독바위,113.95999857,0.11
선원가와인,영등포,547.01200252,0.55
선유도삼성홈타운,신목동,503.76419004,0.50
선일크라시아,중곡,1203.77485849,1.20
선정(178),디지털미디어시티,473.84834431,0.47
선정(178),디지털미디어시티,473.84834431,0.47
선정(348-12),새절(신사),347.88903489,0.35
선정(35-2),새절(신사),358.18354325,0.36
선화아파트,아차산(어린이대공원후문),278.01619295,0.28
설록,내방,497.12442376,0.50
설악솔내음,독산,1299.40989268,1.30
성광,까치산,81.62545854,0.08
성광빌딩,도림천,364.00239226,0.36
성광빌딩,도림천,364.00239226,0.36
성내1차e-편한세상,강동,309.56326944,0.31
성내2차e-편한세상,천호(풍납토성),494.23169875,0.49
성내3차e-편한세상,강동,362.20044147,0.36
성내동대성,천호(풍납토성),208.74723704,0.21
성내동삼성아파트,강동구청,486.60119418,0.49
성대아파트,신대방삼거리,706.97827459,0.71
성덕,화계,384.79785401,0.38
성도아트빌,양원,882.85753651,0.88
성동강변파크빌101(강변타워),강변(동서울터미널),347.75414614,0.35
성동강변파크빌101(강변타워),강변(동서울터미널),347.75414614,0.35
성동레인보우,거여,561.39410744,0.56
성동리버뷰,장한평,820.53259048,0.82
성락,대림(구로구청),773.20194345,0.77
성림(390-5),장한평,1081.49478034,1.08
성보,목동,890.8803534,0.89
성북,한성대입구(삼선교),1701.09592348,1.70
성북,한성대입구(삼선교),1701.09592348,1.70
성북맨션,광운대,199.10733799,0.20
성북역신도브래뉴,광운대,254.9850238,0.25
성북좋은,한성대입구(삼선교),235.79803925,0.24
성북좋은,한성대입구(삼선교),235.79803925,0.24
성북프라자,삼양사거리,529.164044,0.53
성북힐스테이트(101동),길음,585.3438299,0.59
성북힐스테이트(101동),길음,585.3438299,0.59
성북힐스테이트(102동),길음,492.74062774,0.49
성북힐스테이트(102동),길음,492.74062774,0.49
성사1차풍림아파트101동,가좌,273.65071988,0.27
성산,남구로,171.4847401,0.17
성산2차e-편한세상,월드컵경기장(성산),534.74449005,0.53
성산동성,마포구청,261.86030027,0.26
성산동자담이움아파트,망원,404.40543059,0.40
성산시영(대우),월드컵경기장(성산),367.05091927,0.37
성산시영(선경),월드컵경기장(성산),367.05091927,0.37
성산시영(유원),월드컵경기장(성산),367.05091927,0.37
성산월드타운대림,가좌,646.8944808,0.65
성산힐아파트,마포구청,686.00565019,0.69
성삼하이츠,대림(구로구청),338.79053704,0.34
성수1차대우아파트,건대입구,653.34681846,0.65
성수동두산위브,성수,850.91486041,0.85
성수동두산위브,성수,850.91486041,0.85
성수우방2차아파트,뚝섬,419.6643781,0.42
성수우방2차아파트,뚝섬,419.6643781,0.42
성수파크빌,응봉,489.04995611,0.49
성신,이대,369.78058448,0.37
성신,이대,369.78058448,0.37
성아1,한남,532.73870577,0.53
성안마을청구,강동구청,386.83390054,0.39
성암,증산(명지대앞),935.0201882,0.94
성영,거여,736.70333252,0.74
성옥,개화산,451.89402458,0.45
성요셉,충정로(경기대입구),254.72417144,0.25
성용,동대문,400.37232639,0.40
성우,까치산,990.28867974,0.99
성우2차아파트,당곡,833.90093323,0.83
성우아파트,아현,864.49340918,0.86
성우아파트,아현,864.49340918,0.86
성웅,구로디지털단지,1019.25843638,1.02
성웅,구로디지털단지,1019.25843638,1.02
성원,용마산,684.99493245,0.68
성원(1115-1),대림(구로구청),742.82381423,0.74
성원(650),신도림,717.25059345,0.72
성원(사슴4),월계,532.176018,0.53
성원1,마포구청,773.48464379,0.77
성원105동,방학,1004.26101515,1.00
성원2,등촌,896.00370593,0.90
성원그린(103동),4.19민주묘지,360.08512887,0.36
성원나이스,사당,417.70174329,0.42
성원대치2단지아파트,대모산입구,382.21473979,0.38
성원상떼빌,가락시장,301.39830344,0.30
성원쌍떼빌,아차산(어린이대공원후문),324.77862384,0.32
성원쌍떼빌팰리스,무악재,1296.39477132,1.30
성원쌍떼빌팰리스,무악재,1296.39477132,1.30
성원아파트,방학,983.53530416,0.98
성원하이츠(C동),창동,898.48649854,0.90
성인아파트,굽은다리(강동구민회관앞),261.02004402,0.26
성일우리미,길음,307.57238963,0.31
성일우리미,길음,307.57238963,0.31
성재,까치산,636.1416497,0.64
성재I캐슬2차,영등포시장,510.10620158,0.51
성재세인트,신정네거리,273.55829712,0.27
성재세인트,신정네거리,273.55829712,0.27
성재센트리움,까치산,270.90170502,0.27
성재센트리움아파트,화곡,115.55622811,0.12
성재센트리움아파트(343-35),까치산,60.37561726,0.06
성재아이캐슬,영등포시장,545.41779837,0.55
성지,마포,190.49850205,0.19
성지라빌레뜨(845-1),내방,607.65194558,0.61
성진리버타운,사가정,441.65239706,0.44
성진준빌라트,논현,458.80271913,0.46
성진준빌라트,논현,458.80271913,0.46
성해,경찰병원,592.10728959,0.59
성해,경찰병원,592.10728959,0.59
성현,새절(신사),589.6260471,0.59
성호그린,까치산,895.85576525,0.90
성호메이플라워멤버스빌,대림(구로구청),513.61175711,0.51
세곡리엔파크(3단지),복정,2098.70838425,2.10
세곡푸르지오,일원,2023.4696562,2.02
세곡푸르지오,일원,2023.4696562,2.02
세광,마포구청,316.26126771,0.32
세라,증산(명지대앞),600.84879947,0.60
세레노,숭실대입구(살피재),415.60043687,0.42
세림,마장,214.70594526,0.21
세림리오빌,강변(동서울터미널),524.25597867,0.52
세림리오빌,강변(동서울터미널),524.25597867,0.52
세림아파트,까치산,322.04718707,0.32
세림아파트(43-71),총신대입구(이수),730.66738914,0.73
세림아파트(43-71),총신대입구(이수),730.66738914,0.73
세명,수유(강북구청),914.45908251,0.91
세명,수유(강북구청),914.45908251,0.91
세모,상봉(시외버스터미널),361.03541084,0.36
세민HIPARK,역촌,508.47049824,0.51
세방,화랑대(서울여대입구),525.85151439,0.53
세방리버하이빌,공덕,726.60434863,0.73
세방하이빌1,역삼,673.46257397,0.67
세방하이빌1,역삼,673.46257397,0.67
세방하이빌2,역삼,701.09681382,0.70
세방하이빌2,역삼,701.09681382,0.70
세심,등촌,402.94177903,0.40
세심아파트,독산,1590.79612239,1.59
세아쎄닛빌,신정네거리,1205.5469759,1.21
세아쎄닛빌,신정네거리,1205.5469759,1.21
세양,강변(동서울터미널),284.52590786,0.28
세양,강변(동서울터미널),284.52590786,0.28
세양(453-4),까치산,519.64452174,0.52
세양(453-5),까치산,527.20695368,0.53
세양아르비채102동,이수,175.03008102,0.18
세양청마루,광운대,339.08101184,0.34
세양청마루2차주상복합,양천구청,472.98809321,0.47
세양청마루2차주상복합,양천구청,472.98809321,0.47
세연파크뷰,한티,655.0233596,0.66
세영,증산(명지대앞),183.06268911,0.18
세영아파트,태릉입구,369.76573989,0.37
세영팔레스타운,대치,699.09851451,0.70
세영팔레스타운,대치,699.09851451,0.70
세왕,신방화,297.90171306,0.30
세원,먹골,337.77155678,0.34
세원아파트,한성백제,406.12059949,0.41
세제뉴타운,신정네거리,1027.32888981,1.03
세제뉴타운,신정네거리,1027.32888981,1.03
세종,광화문(세종문화회관),342.60869764,0.34
세종그랑시아,염창,1335.87083214,1.34
세종레디안,새절(신사),352.60349485,0.35
세종로대우,경복궁(정부서울청사),332.36862535,0.33
세종로대우,경복궁(정부서울청사),332.36862535,0.33
세진,화곡,669.09344534,0.67
세진(1037-31),독산,1128.67888584,1.13
세진웰빙101,구로디지털단지,1324.23126972,1.32
세진웰빙101,구로디지털단지,1324.23126972,1.32
세한(410-150),까치산,772.54922298,0.77
세한숲속마을,녹번,509.86783988,0.51
세한숲속마을,녹번,509.86783988,0.51
세호시티라이프,논현,264.37558333,0.26
세호시티라이프,논현,264.37558333,0.26
세화샤이닝1,구산,307.470122,0.31
세화샤이닝2,구산,364.47718648,0.36
센시티16,답십리,327.08793576,0.33
센츄럴(438-2),둔촌동,426.5051267,0.43
센츄럴(438-6),둔촌동,413.87856463,0.41
센츄리,양천구청,935.08895462,0.94
센츄리,양천구청,935.08895462,0.94
센타폴리스,응암,171.03060474,0.17
센트럴타워,노원,271.55821616,0.27
센트럴힐,고려대(종암),726.2963361,0.73
센트레빌아스테리움서울,서울역,138.96106755,0.14
센트로힐,수유(강북구청),989.12204095,0.99
센트로힐,수유(강북구청),989.12204095,0.99
소담빌,노원,254.6432548,0.25
소망,응암,550.4717358,0.55
솔렌시아,거여,752.15812551,0.75
솔루테아파트,중랑,631.87911167,0.63
솔본,사당,455.09639601,0.46
송광(484-103),연신내,506.20361315,0.51
송도그린빌B동,무악재,644.7588578,0.64
송도그린빌B동,무악재,644.7588578,0.64
송림아마레스아파트,동대문,656.61537941,0.66
송림아마레스아파트,동대문,656.61537941,0.66
송민,까치산,252.23363211,0.25
송산아파트,성신여대입구(돈암),524.75822356,0.52
송암,광운대,613.63386523,0.61
송이월드A동,수락산,342.39438885,0.34
송이월드B동,수락산,358.63255861,0.36
송정,송파,199.20150831,0.20
송정제이빌101동,송정,141.11602019,0.14
송정제이빌102동,송정,122.95478815,0.12
송주보르미타운,마포구청,400.37538529,0.40
송천센트레빌,미아사거리,378.99956493,0.38
송천센트레빌,미아사거리,378.99956493,0.38
송촌,염창,338.83747049,0.34
송파Nsuite,경찰병원,280.82063356,0.28
송파Nsuite,경찰병원,280.82063356,0.28
송파더센트레,장지,1239.94529464,1.24
송파동부쎈트레빌,송파,303.98074279,0.30
송파삼성래미안아파트,송파,800.04093037,0.80
송파자연채,거여,712.75468572,0.71
송파파인타운10단지,장지,401.21243149,0.40
송파파인타운11단지,장지,626.35312236,0.63
송파파인타운12단지,장지,514.75856278,0.51
송파파인타운13단지,장지,280.3519613,0.28
송파파인타운1단지,거여,1067.78361225,1.07
송파파인타운2단지,장지,736.74812068,0.74
송파파인타운3단지,장지,828.81977293,0.83
송파파인타운4단지,장지,458.34843704,0.46
송파파인타운5단지,장지,364.66780145,0.36
송파파인타운6단지,장지,538.19122867,0.54
송파파인타운7단지,장지,407.343653,0.41
송파파인타운8단지,장지,220.78833552,0.22
송파파인타운9단지,장지,237.38984023,0.24
송파파크데일1단지,마천,712.11939116,0.71
송파파크데일2단지,마천,543.62709616,0.54
송파해모로아파트,강동구청,302.71187866,0.30
송파현대힐스테이트,강동구청,190.33602091,0.19
송학,구산,563.18649141,0.56
송학파크팰리스,역촌,614.09259901,0.61
수광빌라트,교대(법원.검찰청),376.07462012,0.38
수락리버시티3단지,도봉산,709.71579306,0.71
수락리버시티4단지,도봉산,709.88425272,0.71
수락산늘푸른,수락산,211.51958502,0.21
수락산벨리체,수락산,431.67831303,0.43
수락파크빌,수락산,219.41523364,0.22
수락한신,수락산,615.73576475,0.62
수락현대,수락산,502.63034369,0.50
수명,화곡,1186.82466848,1.19
수명산SKVIEW,우장산,808.91722824,0.81
수명산그린시아,우장산,901.10557018,0.90
수명산롯데캐슬,우장산,834.33590789,0.83
수명산태송팰리채,우장산,621.96284776,0.62
수명산태승훼미리,화곡,836.89618801,0.84
수목아이엠,아현,807.33954653,0.81
수목아이엠,아현,807.33954653,0.81
수산동양빌,월곡(동덕여대),379.08275704,0.38
수산동우,우장산,636.15968266,0.64
수산오성,우장산,104.49245367,0.10
수산트리플,수유(강북구청),788.62509975,0.79
수산트리플,수유(강북구청),788.62509975,0.79
수산팰리스,염창,447.19741275,0.45
수서,대청,955.80075868,0.96
수서,대청,955.80075868,0.96
수서한아름,수서,275.13296406,0.28
수성예술,선유도,142.93480896,0.14
수영힐(가동),오류동,776.63004665,0.78
수영힐(나동),오류동,743.80207936,0.74
수유벽산1차,가오리,215.51093869,0.22
수유벽산2차,가오리,231.85864461,0.23
수유삼호,화계,590.82839219,0.59
수유역두산위브1,수유(강북구청),606.65432376,0.61
수유역두산위브1,수유(강북구청),606.65432376,0.61
수유역두산위브2,수유(강북구청),528.11268694,0.53
수유역두산위브2,수유(강북구청),528.11268694,0.53
수유역하이씨티,화계,499.48544157,0.50
수유프리미어엠,화계,410.92364338,0.41
수유현대,가오리,458.05531553,0.46
수정,숭실대입구(살피재),366.15249475,0.37
"수정가,나동",수색,420.20586846,0.42
수정럭스,구산,430.18201529,0.43
수정빌라트(56-45),상도,465.09977378,0.47
수풍,월드컵경기장(성산),625.00751644,0.63
순복음(초원),국회의사당,615.70742726,0.62
순영웰라이빌,신길,181.78095646,0.18
순영웰라이빌1차,대림(구로구청),603.3433002,0.60
순영웰라이빌2차,대림(구로구청),452.31514017,0.45
순화동더샵,서울역,339.61518513,0.34
순화동더샵,서울역,339.61518513,0.34
숭실골드,숭실대입구(살피재),131.46141798,0.13
숭인모범103동,신설동,393.00941897,0.39
숭인모범104동,신설동,405.62598772,0.41
숭인모범105동,신설동,396.88443393,0.40
숭인상가,동묘앞,369.74344571,0.37
숭인한양LEEPS,신설동,258.63757671,0.26
쉐라톤,연신내,1013.14696879,1.01
슈와이,신풍,547.65666638,0.55
스마트빌,쌍문,253.31866126,0.25
스마트빌,쌍문,253.31866126,0.25
스위트빌,서초,635.85233818,0.64
스위트빌,서초,635.85233818,0.64
스위트캐슬레지던스,논현,275.4624789,0.28
스위트캐슬레지던스,논현,275.4624789,0.28
스카이,금천구청,877.35181896,0.88
스카이(924-10),까치산,505.2111935,0.51
스카이빌(8-87),미아사거리,836.97983363,0.84
스카이빌(8-87),미아사거리,836.97983363,0.84
스카이빌1차,구의(광진구청),558.07319895,0.56
스카이빌1차,구의(광진구청),558.07319895,0.56
스카이빌2,이태원,299.29127225,0.30
스카이빌2차,구의(광진구청),421.27399125,0.42
스카이빌2차,구의(광진구청),421.27399125,0.42
스카이빌아파트,목동,983.92588582,0.98
스카이써밋아파트,한티,726.39424072,0.73
스타파크아파트,장한평,551.04183743,0.55
스타팰리스,한성대입구(삼선교),372.34222578,0.37
스타팰리스,한성대입구(삼선교),372.34222578,0.37
스테이72여의도,신길,120.93982067,0.12
승윤노블리안,까치산,401.83638302,0.40
승일카이저,면목,678.13056447,0.68
시가오？,굽은다리(강동구민회관앞),229.34298007,0.23
시가오？에이동,굽은다리(강동구민회관앞),257.2359578,0.26
시그마,양재시민의숲(매헌),774.53359493,0.77
시그마팰리스,창동,865.82734121,0.87
시민,가좌,1221.58920423,1.22
시범,옥수,514.58607601,0.51
시영,구룡,1246.09409223,1.25
시영2단지(라이프)아파트,하계,649.45121579,0.65
시영3차(라이프)아파트,공릉(서울과학기술대),414.20296077,0.41
시티,망원,299.25438597,0.30
시티(B동),봉은사,617.02509534,0.62
시티빌아파트,암사,214.47271497,0.21
시티월드,오류동,379.74669415,0.38
시티파크(2단지),신용산,377.65482551,0.38
시티파크(2단지),신용산,377.65482551,0.38
시티플레이스,성신여대입구(돈암),265.06587064,0.27
시티하우스,신용산,548.58270099,0.55
시티하우스,신용산,548.58270099,0.55
시흥(817-29),금천구청,1224.61393204,1.22
시흥동월드메르디앙,금천구청,1247.45144466,1.25
시흥목련,금천구청,342.05167476,0.34
시흥베르빌,금천구청,382.61954121,0.38
신개봉삼환,개봉,273.75207956,0.27
신건영주택A,쌍문,357.7970558,0.36
신건영주택A,쌍문,357.7970558,0.36
신공덕1차삼성래미안1아파트,공덕,324.70690931,0.32
신공덕1차삼성래미안1아파트,공덕,324.70690931,0.32
신공덕e편한세상,공덕,446.24838635,0.45
신공덕e편한세상,공덕,446.24838635,0.45
신공덕래미안2차,공덕,618.35392355,0.62
신공덕래미안3차,공덕,497.65534398,0.50
신구노빌리티,서초,674.55105614,0.67
신구노빌리티,서초,674.55105614,0.67
신구레베빌14차,내방,676.28617625,0.68
신구로자이,구로,397.07772966,0.40
신구블레스밸리,방이,438.50071781,0.44
신구하이텍빌리지,총신대입구(이수),218.11328025,0.22
신구하이텍빌리지,총신대입구(이수),218.11328025,0.22
신금호두산위브,신금호,235.71432725,0.24
신금호파크자이,신금호,181.04641501,0.18
신기목련아파트,서울지방병무청,736.64527889,0.74
신길동자이,서울지방병무청,546.00075622,0.55
신길레전드힐스,신풍,629.53044026,0.63
신내,화랑대(서울여대입구),405.54371815,0.41
신내 데시앙포레,신내,659.96230131,0.66
신내11대명,망우,905.76649506,0.91
신내6대주,봉화산(서울의료원),226.89505593,0.23
신내9진흥,봉화산(서울의료원),657.19419963,0.66
신내대림아파트,봉화산(서울의료원),313.82268392,0.31
신내두산아파트,봉화산(서울의료원),313.82268392,0.31
신내아트빌,망우,839.42464742,0.84
신내우디안1단지,신내,590.94365362,0.59
신답경남,신답,547.75469131,0.55
신답경남,신답,547.75469131,0.55
신답극동,신답,360.62675858,0.36
신답극동,신답,360.62675858,0.36
신당동파라다이스,청구,352.41672864,0.35
신당아르브,신당,337.01617636,0.34
신당역솔하임,신당,144.47623682,0.14
신당푸르지오,청구,512.02737359,0.51
신대림신동아파밀리에,대림(구로구청),552.2535717,0.55
신대림아파트,공릉(서울과학기술대),98.86552826,0.10
신대림자이1단지,구로디지털단지,169.3012261,0.17
신대림자이1단지,구로디지털단지,169.3012261,0.17
신대림자이2단지,구로디지털단지,110.97719202,0.11
신대림자이2단지,구로디지털단지,110.97719202,0.11
신대방,신대방삼거리,343.04973746,0.34
신대방경남,신대방,461.37014165,0.46
신대방경남,신대방,461.37014165,0.46
신대방타워,신대방삼거리,110.0104832,0.11
신대상,미아사거리,636.99942018,0.64
신대상,미아사거리,636.99942018,0.64
신도,태릉입구,236.42757964,0.24
신도1차아파트,공릉(서울과학기술대),325.58656073,0.33
신도2,태릉입구,276.36123399,0.28
신도금잔디,신정(은행정),485.6819635,0.49
신도림2차푸르지오,신도림,223.08090167,0.22
신도림3차푸르지오,구로,463.36289467,0.46
신도림LG자이,신도림,578.32026875,0.58
신도림로제리움,신도림,587.8456238,0.59
신도림롯데아파트,구로,204.86584391,0.20
신도림태영타운,신도림,374.10281103,0.37
신도림팰러티움,구로,102.26426836,0.10
신도림현대,구로,389.51597783,0.39
신도봉,도봉,360.80872261,0.36
신도브래뉴,태릉입구,312.42338343,0.31
신도브래뉴2차,우장산,1047.60312774,1.05
신도신월1차,신정네거리,614.7853213,0.61
신도신월1차,신정네거리,614.7853213,0.61
신동아,양평,381.13111217,0.38
신동아(22),신사,288.55956833,0.29
신동아(22),신사,288.55956833,0.29
신동아(22),신사,288.55956833,0.29
신동아(366),상계,1141.29384538,1.14
신동아(366),상계,1141.29384538,1.14
신동아1,한남,758.53804482,0.76
신동아4,굽은다리(강동구민회관앞),595.81994383,0.60
신동아5,총신대입구(이수),695.92640394,0.70
신동아5,총신대입구(이수),695.92640394,0.70
신동아리버파크,상도,566.03495074,0.57
신동아블루아광화문의꿈,경복궁(정부서울청사),314.38354638,0.31
신동아블루아광화문의꿈,경복궁(정부서울청사),314.38354638,0.31
신동아빌라트,압구정로데오,368.7978933,0.37
신동아아파트(1차),강남,639.29761575,0.64
신동아아파트(2차),강남,731.64816003,0.73
신동아아파트1,북한산우이,1256.30177429,1.26
신동아아파트2,솔밭공원,957.97982475,0.96
신동아아파트3,북한산우이,951.81281858,0.95
신동아아파트4,방학,1413.74772788,1.41
신동아아파트5,북한산우이,1397.58434505,1.40
신동아예지움,삼전,678.76428986,0.68
신동아타워,몽촌토성(평화의문),251.5174552,0.25
신동아타워아파트,북한산우이,1426.17309126,1.43
신동아파밀리에,둔촌동,504.91688327,0.50
신동양빛여울아파트,굽은다리(강동구민회관앞),250.02762406,0.25
신라샤르망,창동,859.77612623,0.86
신라힐,공항시장,506.43551653,0.51
신림2차푸르지오,서울대벤처타운,1714.31232933,1.71
신림2차현대,신대방,496.97537543,0.50
신림2차현대,신대방,496.97537543,0.50
신림동부센트레빌,서울대벤처타운,1563.86791342,1.56
신림동신도브래뉴,신대방,441.39541082,0.44
신림동신도브래뉴,신대방,441.39541082,0.44
신림동쌍용아파트,신대방,1704.29038085,1.70
신림동쌍용아파트,신대방,1704.29038085,1.70
신림동이모르젠,신대방,175.09901505,0.18
신림동이모르젠,신대방,175.09901505,0.18
신림큐브,신림,227.73360544,0.23
신림푸르지오,신대방,955.17534288,0.96
신림푸르지오,신대방,955.17534288,0.96
신림현대,서울대벤처타운,362.84903058,0.36
신명스카이뷰,왕십리(성동구청),411.3541611,0.41
신명아파트,공릉(서울과학기술대),193.45973104,0.19
신목,목동,1127.29207861,1.13
신미,신풍,277.36960327,0.28
신반포10,잠원,246.57663013,0.25
신반포10,잠원,246.57663013,0.25
신반포11,반포,210.80680539,0.21
신반포12,신사,478.21751127,0.48
신반포12,신사,478.21751127,0.48
신반포12,신사,478.21751127,0.48
신반포16,잠원,480.41835176,0.48
신반포16,잠원,480.41835176,0.48
신반포17,잠원,346.67243959,0.35
신반포17,잠원,346.67243959,0.35
신반포18(49-17),신사,725.03667502,0.73
신반포18(49-17),신사,725.03667502,0.73
신반포18(49-17),신사,725.03667502,0.73
신반포19,잠원,186.51299637,0.19
신반포19,잠원,186.51299637,0.19
신반포2,고속터미널,541.07008195,0.54
신반포21,반포,195.97555815,0.20
신반포22,잠원,371.48146927,0.37
신반포22,잠원,371.48146927,0.37
신반포25,잠원,285.55655611,0.29
신반포25,잠원,285.55655611,0.29
신반포26,잠원,140.78371487,0.14
신반포26,잠원,140.78371487,0.14
신반포27,잠원,356.93254851,0.36
신반포27,잠원,356.93254851,0.36
신반포4,고속터미널,298.01861589,0.30
신반포7,잠원,295.83241196,0.30
신반포7,잠원,295.83241196,0.30
신반포8,잠원,159.60865757,0.16
신반포8,잠원,159.60865757,0.16
신반포9,잠원,166.99112247,0.17
신반포9,잠원,166.99112247,0.17
신반포청구,잠원,288.67549675,0.29
신반포청구,잠원,288.67549675,0.29
신봉,서울대입구(관악구청),491.534866,0.49
신봉,서울대입구(관악구청),491.534866,0.49
신부,서울대입구(관악구청),483.85462582,0.48
신부,서울대입구(관악구청),483.85462582,0.48
신부3차파스카,마포구청,611.28947065,0.61
신부파스카(313-7),용마산,1313.29514465,1.31
신부파스카(319-2),용마산,1281.53952493,1.28
신부파스카(319-3),용마산,1262.41484361,1.26
신부파스카(563),장한평,653.81781657,0.65
신부파스카4차,마포구청,526.77635281,0.53
신부파스카5차,마포구청,197.39520781,0.20
신부파스카빌,서울대입구(관악구청),734.94534878,0.73
신부파스카빌,서울대입구(관악구청),734.94534878,0.73
신사동한신휴플러스,응암,831.68932857,0.83
신사성원,응암,286.48301784,0.29
신사씨티,응암,1031.37652579,1.03
신사아이빌(522),신사,488.4591725,0.49
신사아이빌(522),신사,488.4591725,0.49
신사아이빌(522),신사,488.4591725,0.49
신사아크존2,압구정,313.60984357,0.31
신사아크존2,압구정,313.60984357,0.31
신사파크빌B동,신사,725.34301349,0.73
신사파크빌B동,신사,725.34301349,0.73
신사파크빌B동,신사,725.34301349,0.73
