apartment_name,line_name,distance_meters,distance_km
(1-102),한성대입구(삼선교),974.82580374,0.97
(1-102),한성대입구(삼선교),974.82580374,0.97
(1101-1),구로디지털단지,198.17836123,0.20
(1101-1),구로디지털단지,198.17836123,0.20
(1546-0),신당,427.10849943,0.43
(1617-21),남부터미널(예술의전당),509.16603605,0.51
(1617-21),남부터미널(예술의전당),509.16603605,0.51
(185-5),방이,214.81591679,0.21
(20-3),어린이대공원(세종대),586.77604981,0.59
(23-42),응암,124.07394107,0.12
(246-11),아차산(어린이대공원후문),488.98226787,0.49
(46-220),화곡,738.75542129,0.74
(60-1),혜화,364.33366224,0.36
(60-1),혜화,364.33366224,0.36
(66-3),양재(서초구청),629.7419321,0.63
(685-103),당곡,651.74538865,0.65
(717-15)경원주택5동,남구로,330.29914595,0.33
(717-20)한성,남구로,343.67782191,0.34
(717-23)함양주택,남구로,334.40812367,0.33
(717-24)함양주택,남구로,331.91976896,0.33
(717-39),남구로,363.35733359,0.36
(718-16)경원주택,남구로,394.39221812,0.39
(718-18)삼성빌라트,남구로,406.36031654,0.41
(718-29)청원아트빌라,남구로,407.45629987,0.41
(740-21),남구로,316.54265067,0.32
(740-25),남구로,331.93469304,0.33
(741-7),남구로,371.1934164,0.37
(742-58),남구로,344.37577045,0.34
(742-64),남구로,354.77121897,0.35
(743-10),남구로,286.21766295,0.29
(743-26),남구로,306.59399863,0.31
(743-33),남구로,299.14327712,0.30
(743-55),남구로,343.2395525,0.34
(743-60),남구로,313.66850455,0.31
(744-18),남구로,229.16888742,0.23
(744-21),남구로,234.44974119,0.23
(744-23),남구로,247.37911447,0.25
(744-3),남구로,223.03048069,0.22
(744-45),남구로,235.03644687,0.24
(745-10),남구로,193.93601386,0.19
(745-40),남구로,165.85349126,0.17
(745-43),남구로,145.84875606,0.15
(745-57),남구로,169.97388661,0.17
(746-17),남구로,110.73063593,0.11
(747-10),남구로,136.01840457,0.14
(747-19),남구로,112.70556484,0.11
(747-33),남구로,111.27009863,0.11
(747-34),남구로,105.43778133,0.11
(747-51),남구로,82.07754567,0.08
(747-52),남구로,88.81810957,0.09
(748-48),남구로,48.45906278,0.05
(748-5),남구로,125.24873437,0.13
(749-1),남구로,217.14004923,0.22
(749-29),남구로,184.08144841,0.18
(749-30),남구로,175.68402876,0.18
(749-49),남구로,170.62420769,0.17
(749-99),남구로,177.28841251,0.18
(750-13),남구로,191.4978622,0.19
(750-15),남구로,202.64486176,0.20
(750-8),남구로,179.71721707,0.18
(752-17),남구로,276.23542262,0.28
(752-37),남구로,278.23067826,0.28
(770-52),남구로,232.93049782,0.23
(770-56),남구로,212.57767681,0.21
(771-2),남구로,192.2198728,0.19
(771-30),남구로,157.55503363,0.16
(779-13),남구로,232.83616446,0.23
(779-2),남구로,275.47836476,0.28
(779-3),남구로,267.44353627,0.27
(780-31),남구로,191.63170941,0.19
(780-41),남구로,217.05701173,0.22
(780-72)삼익빌라,남구로,169.60005363,0.17
(781-26),남구로,248.30359229,0.25
(781-6),남구로,223.22128217,0.22
(791-21)태영빌라,남구로,175.32612774,0.18
(792-103),남구로,112.16952533,0.11
(792-11),남구로,147.9521901,0.15
(792-78),남구로,119.87589754,0.12
(792-86),남구로,101.57839559,0.10
(793-24),남구로,103.02751046,0.10
(793-44),남구로,72.99281702,0.07
(793-54),남구로,59.83719475,0.06
(793-6),남구로,126.58222537,0.13
(794-13),남구로,103.50764581,0.10
(794-21),남구로,82.81625637,0.08
(794-24),남구로,74.96930289,0.07
(796-11),남구로,161.25838852,0.16
(796-51),남구로,200.16222703,0.20
(797-15),남구로,248.49544657,0.25
(797-25),남구로,188.37490636,0.19
(797-26),남구로,182.20305615,0.18
(797-5),남구로,169.03322019,0.17
(797-57),남구로,172.88802291,0.17
(798-26),남구로,128.59604267,0.13
(798-55),남구로,114.18756315,0.11
(799-11),남구로,122.4516062,0.12
(801-32),남구로,85.7024426,0.09
(803-13)구로아트빌라8,남구로,31.98759178,0.03
(803-29),남구로,29.76695353,0.03
(805-16),남구로,108.42020478,0.11
(806-15),남구로,90.50947107,0.09
(806-41)가람빌라,남구로,87.956729,0.09
(806-62),남구로,96.16048956,0.10
(806-63)태영빌라,남구로,96.03551318,0.10
(807-29),남구로,139.35307007,0.14
(828-21),강남,441.81262354,0.44
(828-76),강남,445.62450747,0.45
(91-511),서강대,244.8675533,0.24
(아이엔에스새터),장한평,385.36991883,0.39
(토지임대부아파트)강남브리즈힐,일원,1360.27949329,1.36
(토지임대부아파트)강남브리즈힐,일원,1360.27949329,1.36
(토지임대부아파트)엘에이치서초5단지,양재시민의숲(매헌),1704.24361108,1.70
(해오름),장한평,473.68459433,0.47
2차한양아파트,송파나루,683.1303508,0.68
3RU-City,홍대입구,143.82462638,0.14
3RU-City,홍대입구,143.82462638,0.14
67디벨리움,태릉입구,103.22878651,0.10
800-22,남구로,49.75635533,0.05
801-9,남구로,78.16564762,0.08
807-41,남구로,151.32639406,0.15
APELBAUM,서초,652.42065056,0.65
APELBAUM,서초,652.42065056,0.65
AZ0213,구의(광진구청),310.20979839,0.31
AZ0213,구의(광진구청),310.20979839,0.31
AirPalace(619-7),공항시장,301.8597404,0.30
AndPra레지던스,까치산,208.29454665,0.21
CG아름채목동아파트,염창,528.35599172,0.53
CJ나인파크,삼각지,376.30569504,0.38
CJ빌리지,잠원,338.84500536,0.34
CJ빌리지,잠원,338.84500536,0.34
CS타워,종로5가,506.05914289,0.51
CS타워,종로5가,506.05914289,0.51
DK포시즌,쌍문,898.72801866,0.90
DK포시즌,쌍문,898.72801866,0.90
DMC덕원,디지털미디어시티,312.78935427,0.31
DMC덕원,디지털미디어시티,312.78935427,0.31
DMC두산위브,증산(명지대앞),778.07817795,0.78
DMC래미안e편한세상,가좌,634.92927477,0.63
DMC래미안클라시스,증산(명지대앞),909.42886421,0.91
DMC마포청구아파트,디지털미디어시티,232.00967921,0.23
DMC문영퀸즈파크아파트,증산(명지대앞),449.14972524,0.45
DMC상암센트럴파크1단지,디지털미디어시티,368.38175127,0.37
DMC상암센트럴파크2단지,디지털미디어시티,264.47795048,0.26
DMC서부인터빌,증산(명지대앞),312.86020886,0.31
DMC센트레빌,가좌,851.79620326,0.85
DMC아이파크,가좌,876.15745366,0.88
DMC우방,디지털미디어시티,550.27257215,0.55
DMC우방,디지털미디어시티,550.27257215,0.55
DMC월드,증산(명지대앞),312.60496303,0.31
DMC이랜드해가든,디지털미디어시티,161.22942645,0.16
DMC자이1단지,디지털미디어시티,284.08970004,0.28
DMC자이1단지,디지털미디어시티,284.08970004,0.28
DMC자이2단지,디지털미디어시티,164.06168832,0.16
DMC자이2단지,디지털미디어시티,164.06168832,0.16
DMC파크뷰자이1단지,가좌,466.79880074,0.47
DMC파크뷰자이2단지,가좌,466.79880074,0.47
DMC파크뷰자이3단지,가좌,466.79880074,0.47
DMC파크뷰자이4단지,가좌,466.79880074,0.47
DMC파크뷰자이5단지,가좌,466.79880074,0.47
DMC한양,디지털미디어시티,681.12677627,0.68
DMC현대아파트,디지털미디어시티,583.67769659,0.58
DMC휴먼빌아파트,증산(명지대앞),745.34968985,0.75
DUO302,신당,339.55931593,0.34
E-아름다운세상,성수,557.57848935,0.56
E-아름다운세상,성수,557.57848935,0.56
EGSoulLeader,망우,445.32542665,0.45
EL샤틀레,보라매,144.71066673,0.14
FIRSTVIEW,4.19민주묘지,242.36075329,0.24
GS자이,마포,519.66896242,0.52
G패밀리움,녹번,640.64446049,0.64
G패밀리움,녹번,640.64446049,0.64
IS아파트,면목,576.22842097,0.58
JS아파트,장한평,528.06184063,0.53
K.L.C,석촌,620.46798698,0.62
KCC엠파이어리버,합정,150.44649532,0.15
KNP이스트빌,길동,581.47338858,0.58
KNP주상복합1,길동,531.20265897,0.53
LG선릉에클라트(A),선릉,261.59653217,0.26
LG선릉에클라트(B),선릉,237.50267302,0.24
LG한강자이,이촌(국립중앙박물관),342.08248756,0.34
LIG5차,관악산(서울대),304.37883855,0.30
LIGA,강동,316.21490568,0.32
LIG건영,상계,234.76994837,0.23
LIG건영,상계,234.76994837,0.23
LIG건영캐스빌,쌍문,799.82726729,0.80
LIG건영캐스빌,쌍문,799.82726729,0.80
LIG대학마을(건영아파트3차),관악산(서울대),332.70938848,0.33
LIG서울역리가,서울역,380.05459595,0.38
LIPe-푸른아파트,오류동,448.4194684,0.45
MARKHILLS,흑석(중앙대입구),419.24937567,0.42
MID그린(1동),창신,490.62502136,0.49
MID그린(3동),창신,498.68996029,0.50
MID그린(5동),창신,530.27118069,0.53
MID그린(6동),창신,537.40665034,0.54
MID그린(7동),창신,513.89280643,0.51
N-Suite(1513-2),서초,603.55236981,0.60
N-Suite(1513-2),서초,603.55236981,0.60
NEWSK아파트,화곡,1310.19582529,1.31
ParkPalaceII,염창,497.38038792,0.50
RudenHouse,신사,584.85351312,0.58
RudenHouse,신사,584.85351312,0.58
RudenHouse,신사,584.85351312,0.58
SG타워,중랑,348.65380505,0.35
SK,송파,528.25104941,0.53
SKVIEW,신도림,455.94728408,0.46
SK리더스뷰(파스텔시티),사당,94.21524057,0.09
SK리더스뷰남산,회현(남대문시장),221.92466581,0.22
SK리더스뷰남산,회현(남대문시장),221.92466581,0.22
SK청암대(64-1),마포,507.37502051,0.51
SK허브프리모,양재(서초구청),102.47163243,0.10
SM드림빌,선정릉,349.31410214,0.35
SM빌,길동,195.80857495,0.20
SM엘루이,석수,1208.70946061,1.21
SM엘루이아파트,목동,545.7973839,0.55
SM이로빌4차A동(455-5),장한평,546.22966465,0.55
SM이로빌4차B동(455-4),장한평,565.27944511,0.57
SM이로빌5차,용마산,1287.49423287,1.29
SM이로빌아파트,길동,468.8677309,0.47
SM해그린,먹골,362.48051352,0.36
SM해그린12차,길동,600.96738334,0.60
SPACE(920-5),까치산,416.99715221,0.42
SR친오애,대림(구로구청),445.46581196,0.45
THESILK,영등포시장,514.40316982,0.51
ThePlusⅢ,이태원,193.67778932,0.19
UPPERHOUSE,구반포,757.26964143,0.76
VIP(602-284),사당,616.00138518,0.62
YM프라젠,장한평,525.57047418,0.53
e-편한세상,신논현,411.8325796,0.41
e-편한세상,신논현,411.8325796,0.41
e-푸른가동,중랑,326.69393235,0.33
e편한세상,쌍문,667.22485643,0.67
e편한세상,쌍문,667.22485643,0.67
e편한세상 수색 에코포레,수색,771.77084812,0.77
kcc웰츠,공덕,42.18196628,0.04
kcc웰츠,공덕,42.18196628,0.04
sk파크타워,개롱,51.04859415,0.05
urbanplace,강남,580.70580276,0.58
가락(1차)쌍용아파트,경찰병원,319.11379545,0.32
가락(1차)쌍용아파트,경찰병원,319.11379545,0.32
가락3차쌍용스윗닷홈(103동),경찰병원,215.54843704,0.22
가락3차쌍용스윗닷홈(103동),경찰병원,215.54843704,0.22
"가락3차쌍용스윗닷홈101동,102동",경찰병원,220.07629619,0.22
"가락3차쌍용스윗닷홈101동,102동",경찰병원,220.07629619,0.22
가락그랑밸리,경찰병원,234.13348085,0.23
가락그랑밸리,경찰병원,234.13348085,0.23
가락금호아파트,가락시장,425.63413321,0.43
가락미륭아파트,경찰병원,428.44091304,0.43
가락미륭아파트,경찰병원,428.44091304,0.43
가락삼익맨숀,오금,639.6283508,0.64
가락스타클래스,오금,184.6621161,0.18
가락쌍용(2차),오금,502.69287361,0.50
가락우성2,경찰병원,456.44840449,0.46
가락우성2,경찰병원,456.44840449,0.46
가락한일유앤아이,경찰병원,170.73121821,0.17
가락한일유앤아이,경찰병원,170.73121821,0.17
가락현대투웰브(101동),개롱,705.75820507,0.71
가락현대투웰브(102동),개롱,714.92335617,0.71
가람,일원,163.72671372,0.16
가람,일원,163.72671372,0.16
가산양우내안에애플,가산디지털단지,768.48926695,0.77
가산지웰에스테이트,가산디지털단지,726.65608839,0.73
가야써니빌,망우,481.58889071,0.48
가야써니빌(373-7),장한평,995.24928625,1.00
가양1차보람더하임,양천향교,654.25431859,0.65
가양2단지(성지),양천향교,566.91862841,0.57
가양6단지,가양,473.64003861,0.47
가양강나루현대,가양,233.14242966,0.23
가양도시개발9-2단지,증미,203.16004903,0.20
가양우성,가양,95.82748427,0.10
가우디캐슬,장한평,275.20431828,0.28
가우디트윈캐슬1,장한평,832.40742705,0.83
각산,금천구청,616.72711157,0.62
갈현1단지e-편한세상,구산,978.72318471,0.98
갈현건영,구파발,990.22209768,0.99
갈현건영,구파발,990.22209768,0.99
갈현동현대,연신내,686.81602231,0.69
갈현삼성,구산,850.70159245,0.85
갈현현대,구산,1045.15754176,1.05
갑오빌라트,석촌,148.97873636,0.15
갑을,서울대입구(관악구청),683.2834976,0.68
갑을,서울대입구(관악구청),683.2834976,0.68
갑을명가,남성,492.3349614,0.49
갑을아파트,홍제,2469.69839129,2.47
갑을아파트,홍제,2469.69839129,2.47
갑지하이린,둔촌동,523.7176588,0.52
강국,화곡,768.76827644,0.77
강나루2현대,가양,119.43257297,0.12
강남 더샵 포레스트,수서,823.13403716,0.82
강남데시앙파크,복정,2514.72965742,2.51
강남데시앙포레,일원,647.14601564,0.65
강남데시앙포레,일원,647.14601564,0.65
강남상가,신사,275.05114321,0.28
강남상가,신사,275.05114321,0.28
강남상가,신사,275.05114321,0.28
강남서해그랑블,역삼,877.89265936,0.88
강남서해그랑블,역삼,877.89265936,0.88
강남신동아파밀리에1단지,복정,2411.31028332,2.41
강남신동아파밀리에2단지,복정,2222.91745655,2.22
강남아르젠,강남,162.45143305,0.16
강남엘에이치1단지,복정,2141.03255697,2.14
강남역우정에쉐르,강남,387.55889242,0.39
강남태영데시앙루브,신논현,199.55650918,0.20
강남태영데시앙루브,신논현,199.55650918,0.20
강남한솔,역삼,875.09193189,0.88
강남한솔,역삼,875.09193189,0.88
강남한신휴플러스6단지,복정,1905.51061153,1.91
강남한신휴플러스8단지,복정,1429.22223286,1.43
강남한양수자인(4단지),장지,1266.18597608,1.27
강동,화곡,831.13329127,0.83
강동LG자이,길동,811.03990253,0.81
강동네스빌,둔촌동,508.1013278,0.51
강동렘브란트,길동,389.27616807,0.39
강동상떼빌,강동,225.72519315,0.23
강동역두산위브센티움,강동,255.96439785,0.26
강동역신동아파밀리에,강동,101.239134,0.10
강동역에스케이허브,강동,217.62190433,0.22
강동와이시티,길동,268.80151363,0.27
강동이루미아파트,굽은다리(강동구민회관앞),277.98659995,0.28
강동큐브,길동,366.99154882,0.37
강동큐브(2차),강동,337.33183099,0.34
강동한신휴플러스,길동,292.23561648,0.29
강림스위트빌,마포구청,554.20840147,0.55
강변,용산,845.36769443,0.85
강변건영아파트,서울숲,362.32823556,0.36
강변그대가갤럭시,암사,588.97541771,0.59
강변그대가리버뷰,암사,427.61183448,0.43
강변그린,대흥(서강대앞),759.0630365,0.76
강변금호타운,뚝섬유원지,919.62090059,0.92
강변동양,서울숲,672.76405235,0.67
강변래미안,당산,622.99572336,0.62
강변삼부아파트,봉은사,563.82965569,0.56
강변삼성스위트,마포,652.96094609,0.65
강변아파트,강변(동서울터미널),535.25433669,0.54
강변아파트,강변(동서울터미널),535.25433669,0.54
강변월드메르디앙,증미,306.37487867,0.31
강변임광,뚝섬유원지,950.96112608,0.95
강변청구3,성수,1036.3313515,1.04
강변청구3,성수,1036.3313515,1.04
강변코아루,염창,717.7597765,0.72
강변타운,망원,936.94935853,0.94
강변한솔솔파크,증미,415.34275648,0.42
강변한신코아,마포,401.51109892,0.40
강변현대,강동구청,884.26146866,0.88
강변현대하이엘,강변(동서울터미널),241.74835983,0.24
강변현대하이엘,강변(동서울터미널),241.74835983,0.24
강변힐스테이트,염창,480.14388524,0.48
강변힐하우스,강변(동서울터미널),415.7368654,0.42
강변힐하우스,강변(동서울터미널),415.7368654,0.42
강산빌라트,염창,1142.00328249,1.14
강서,용산,853.59434515,0.85
강서그랜드아이파크주상복합,가양,848.20835092,0.85
강서뉴,까치산,285.61460849,0.29
강서뉴타워,화곡,519.84108674,0.52
강서동도센트리움,가양,757.76746314,0.76
강서센트레빌3차,신방화,482.63163224,0.48
강서센트레빌3차(894-0),신방화,414.52700928,0.41
강서쌍용예가,증미,464.48117262,0.46
강서아이파크,우장산,1144.94713256,1.14
강서월드메르디앙,발산,509.95229178,0.51
강서타워,등촌,1207.63062777,1.21
강서한강월드메르디앙,양천향교,290.1042292,0.29
강서한강자이,양천향교,721.42641336,0.72
강서힐스테이트,우장산,404.92154544,0.40
강성레스트빌아파트,우장산,194.74671956,0.19
강일리버파크10단지,강일,510.6962155,0.51
강일리버파크1단지,강일,1175.87471359,1.18
강일리버파크2단지,강일,1299.98365689,1.30
강일리버파크3단지,강일,1038.47430741,1.04
강일리버파크4단지,강일,1072.28983251,1.07
강일리버파크5단지,강일,1129.9654595,1.13
강일리버파크6단지,강일,717.45917226,0.72
강일리버파크7단지,강일,855.53912595,0.86
강일리버파크8단지,강일,448.25218233,0.45
강일리버파크9단지,강일,382.05122915,0.38
강촌,이촌(국립중앙박물관),417.01072607,0.42
강호,사가정,310.30998909,0.31
개나리,양원,244.77389048,0.24
개나리SK뷰,선릉,351.21503347,0.35
개나리래미안,한티,626.80103814,0.63
개나리푸르지오,한티,463.73371857,0.46
개봉동상우,개봉,247.03921133,0.25
개봉동현대아이파크,개봉,503.2300519,0.50
개봉청구,오류동,976.81204269,0.98
개봉푸르지오,오류동,696.71781674,0.70
개성팰리스,응암,1065.12338386,1.07
개성하이뷰,응암,488.67994265,0.49
개인택시주택조합(미성아파트),면목,1185.81661782,1.19
개포2차현대아파트(220),구룡,785.03025223,0.79
개포6차우성아파트1동~8동,구룡,1194.54070368,1.19
개포우성1,도곡,393.63992594,0.39
개포우성2,도곡,158.47414095,0.16
개포우성3차,구룡,405.39577765,0.41
개포자이,대청,401.76894206,0.40
개포자이,대청,401.76894206,0.40
개포주공1단지,구룡,958.27338664,0.96
개포주공4단지,개포동,509.31877787,0.51
개포주공5단지,개포동,266.75220826,0.27
개포주공6단지,대모산입구,276.5091113,0.28
개포주공7단지,대모산입구,276.5091113,0.28
개포한신,대청,249.80713147,0.25
개포한신,대청,249.80713147,0.25
개포현대200동,매봉,783.1702898,0.78
개포현대200동,매봉,783.1702898,0.78
개포현대6차,매봉,787.36708095,0.79
개포현대6차,매봉,787.36708095,0.79
개화,방화,367.45158565,0.37
개화산경남아너스빌,개화산,214.71833983,0.21
갤러리아팰리스,잠실(송파구청),601.46836158,0.60
갤러리아포레,서울숲,310.97599585,0.31
갤러리하우스,서초,558.82074203,0.56
갤러리하우스,서초,558.82074203,0.56
갤럭시타운,불광,71.84745309,0.07
거산,화곡,775.18693526,0.78
거상센스빌(956-6),석수,620.64584297,0.62
거상센스빌(960-5),석수,556.322066,0.56
거성,오류동,783.11985672,0.78
거성리젠시2차,응암,199.70309321,0.20
거성파스텔,선유도,738.18469056,0.74
거성푸르뫼,오류동,729.55944872,0.73
거성푸르뫼2,오류동,637.75550254,0.64
거성학마을아파트,방학,436.58636043,0.44
거여1단지,거여,239.57363625,0.24
거여2단지효성아파트,거여,366.15135935,0.37
거여4단지,거여,420.71921003,0.42
거여5단지,거여,483.91078045,0.48
거평빌라트,양재(서초구청),914.5201103,0.91
거평프리젠,신논현,300.99049604,0.30
거평프리젠,신논현,300.99049604,0.30
건양노블레스빌,석계,269.61246711,0.27
건양하늘터,혜화,704.31119553,0.70
건양하늘터,혜화,704.31119553,0.70
건영,오류동,854.8300606,0.85
건영(103동-106동),상도,551.61669879,0.55
건영1,장지,331.96214303,0.33
건영2,중계,311.74994852,0.31
건영2차,망우,411.03048538,0.41
건영2차아파트,망우,210.77351823,0.21
건영3,중계,987.54266196,0.99
건영4,서원,237.05078404,0.24
건영6,서울대입구(관악구청),470.33407626,0.47
건영6,서울대입구(관악구청),470.33407626,0.47
건영아파트,공릉(서울과학기술대),195.20925855,0.20
건영월드컵,가좌,331.43383791,0.33
건영장미아파트,공릉(서울과학기술대),437.53630387,0.44
건영캐스빌,망우,337.43069241,0.34
건우그린,홍대입구,372.8217906,0.37
건우그린,홍대입구,372.8217906,0.37
건우샹그리라,역촌,538.4077182,0.54
건우한마음,석수,1458.64249413,1.46
건원베스트원,면목,185.37052572,0.19
건일팰리스,충정로(경기대입구),720.23807815,0.72
건진,염창,1214.27375106,1.21
경남,구의(광진구청),1091.47856629,1.09
경남,구의(광진구청),1091.47856629,1.09
경남1,구룡,487.85249971,0.49
경남102동,아현,435.96698181,0.44
경남102동,아현,435.96698181,0.44
경남2,개봉,1110.70299803,1.11
경남2차,구룡,487.85249971,0.49
경남교수,보라매공원,403.21352176,0.40
경남논현,선정릉,484.36379154,0.48
경남레이크파크,석촌,471.46453557,0.47
경남아너스빌,구의(광진구청),861.55397498,0.86
경남아너스빌,구의(광진구청),861.55397498,0.86
경남아너스빌(1356-0),미아사거리,536.82332843,0.54
경남아너스빌(1356-0),미아사거리,536.82332843,0.54
경남아너스빌(1608-8),남부터미널(예술의전당),745.62617008,0.75
경남아너스빌(1608-8),남부터미널(예술의전당),745.62617008,0.75
경남아너스빌(대아3),총신대입구(이수),493.29927205,0.49
경남아너스빌(대아3),총신대입구(이수),493.29927205,0.49
경남아너스빌1차,남성,506.99329825,0.51
경남아너스빌201동,남부터미널(예술의전당),217.76537328,0.22
경남아너스빌201동,남부터미널(예술의전당),217.76537328,0.22
경남아너스빌2차,남성,440.19172161,0.44
경남아파트,금천구청,1123.92145847,1.12
경덕,석촌고분,286.19916963,0.29
경동미주,제기동,134.5711329,0.13
경동미주,제기동,134.5711329,0.13
경동엠파이어스테이트,가양,819.70326337,0.82
경동윈츠리버,노들,358.78253264,0.36
경동팰리스힐,개화산,322.64603213,0.32
경보그레이스힐,둔촌동,379.6471361,0.38
경성B,남구로,275.13193761,0.28
경성빌라,남구로,89.66106197,0.09
경원,양원,842.14067944,0.84
경원로얄시티,낙성대,236.9891314,0.24
경원로얄시티,낙성대,236.9891314,0.24
경원시티,서울대입구(관악구청),271.75687483,0.27
경원시티,서울대입구(관악구청),271.75687483,0.27
경원파발리안,역촌,594.83413627,0.59
경일역삼,역삼,695.34237844,0.70
경일역삼,역삼,695.34237844,0.70
경지리버캐슬,암사,326.22338725,0.33
경향렉스빌,상도,989.37606624,0.99
경향빌라트,신촌,1346.38292366,1.35
경향파크,구산,1020.140352,1.02
경헌그린아파트,미아사거리,1308.35129691,1.31
경헌그린아파트,미아사거리,1308.35129691,1.31
경희,까치산,943.18891513,0.94
경희궁의아침2단지,경복궁(정부서울청사),281.35334975,0.28
경희궁의아침2단지,경복궁(정부서울청사),281.35334975,0.28
경희궁의아침3단지,경복궁(정부서울청사),265.49701229,0.27
경희궁의아침3단지,경복궁(정부서울청사),265.49701229,0.27
경희궁의아침4단지,경복궁(정부서울청사),366.64777817,0.37
경희궁의아침4단지,경복궁(정부서울청사),366.64777817,0.37
경희궁파크팰리스,경복궁(정부서울청사),317.50246652,0.32
경희궁파크팰리스,경복궁(정부서울청사),317.50246652,0.32
계룡아파트,독산,318.52892653,0.32
계명(1075-31),화곡,90.71670366,0.09
계명(350-33),까치산,292.38167716,0.29
계명(350-34),까치산,287.54828724,0.29
계명(849-7),신정(은행정),669.9013573,0.67
계명가동,화곡,921.14681579,0.92
계명가동(343-65),까치산,96.2325985,0.10
계명위너스,등촌,346.46539625,0.35
계영주택(738-27),남구로,231.31818023,0.23
고덕 아이파크,고덕,446.27434787,0.45
고덕골든빌(101동),태릉입구,224.4140943,0.22
고덕골든빌(102동),태릉입구,212.835283,0.21
고덕골든빌(103동),태릉입구,199.40778557,0.20
고덕리엔파크1단지,강일,556.60866133,0.56
고덕리엔파크2단지,강일,343.21968548,0.34
고덕리엔파크3단지,강일,523.10858664,0.52
고덕삼환아파트,고덕,645.22843831,0.65
고덕주공9,명일,778.33162715,0.78
고려,마포,132.5239721,0.13
고려아파트(A동),명일,285.79190882,0.29
고려아파트(D동),명일,316.72505181,0.32
고명,길음,669.37129572,0.67
고명,길음,669.37129572,0.67
고운아파트,오류동,677.91786095,0.68
고은,홍제,384.35109027,0.38
고은,홍제,384.35109027,0.38
고척LIG리가1차,양천구청,845.21645322,0.85
고척LIG리가1차,양천구청,845.21645322,0.85
고척LIG리가2차,양천구청,764.61328733,0.76
고척LIG리가2차,양천구청,764.61328733,0.76
고척월드메르디앙,구일,963.81527423,0.96
고척파크푸르지오,양천구청,863.97324005,0.86
고척파크푸르지오,양천구청,863.97324005,0.86
골드마인(가동),대림(구로구청),565.65540925,0.57
골드마인(나동),대림(구로구청),547.56944241,0.55
골드빌,4.19민주묘지,291.38753135,0.29
골드빌4차,길동,356.48722721,0.36
골드스타,연신내,126.15392719,0.13
골드아트빌,총신대입구(이수),312.07787914,0.31
골드아트빌,총신대입구(이수),312.07787914,0.31
골드팰리스아파트,개롱,400.94228027,0.40
골드하임(102동),길동,467.06497991,0.47
골든빌(210-10),홍대입구,798.22547041,0.80
골든빌(99-1),봉은사,577.56229823,0.58
골든빌6차,가좌,687.03102946,0.69
공감대,먹골,334.65987859,0.33
공감대(378-3),장한평,706.31360506,0.71
공감대(380-1),장한평,784.57286379,0.78
공감대(440-12),장한평,634.82012917,0.63
공감대2차(375-7),장한평,703.28540744,0.70
공덕1삼성래미안,공덕,251.45748378,0.25
공덕2삼성래미안,애오개,389.38619488,0.39
공덕3삼성래미안,공덕,421.22951116,0.42
공덕아이파크,공덕,406.13729178,0.41
공덕자이,애오개,170.65218675,0.17
공덕파크자이,공덕,304.99826567,0.30
공덕프로포즈Ⅱ,공덕,329.4655778,0.33
공덕현대,공덕,441.44866481,0.44
공릉1단지아파트,공릉(서울과학기술대),541.97351587,0.54
공릉2신도브래뉴아파트,공릉(서울과학기술대),86.53753255,0.09
공릉동한보에센시티아파트,공릉(서울과학기술대),704.27488834,0.70
공릉우성아파트,공릉(서울과학기술대),313.62746141,0.31
공릉해링턴플레이스,화랑대(서울여대입구),873.93299964,0.87
공성,제기동,329.16554797,0.33
공성,제기동,329.16554797,0.33
공신,성신여대입구(돈암),468.67764213,0.47
공작,여의나루,278.36608095,0.28
공작빌라트,방배,438.05102038,0.44
공작빌라트,방배,438.05102038,0.44
공항동부센트레빌,송정,346.40614746,0.35
관악,관악산(서울대),514.21980138,0.51
관악교수,서울대입구(관악구청),684.4258361,0.68
관악교수,서울대입구(관악구청),684.4258361,0.68
관악동부센트레빌,서울대입구(관악구청),679.07463594,0.68
관악동부센트레빌,서울대입구(관악구청),679.07463594,0.68
관악드림(동아),숭실대입구(살피재),750.38429835,0.75
관악드림(삼성),숭실대입구(살피재),750.38429835,0.75
관악미래가,낙성대,264.00638098,0.26
관악미래가,낙성대,264.00638098,0.26
관악산대창센시티,사당,974.26119361,0.97
관악산대창센시티2차,낙성대,940.67228112,0.94
관악산대창센시티2차,낙성대,940.67228112,0.94
관악산벽산타운5,석수,2020.35474208,2.02
관악산센텀,사당,400.29757332,0.40
관악산신도브래뉴,석수,1609.28736098,1.61
관악산휴먼시아1단지,서울대벤처타운,1608.0153577,1.61
관악산휴먼시아2단지,서울대벤처타운,1886.49347285,1.89
관악월드메르디앙,서울대입구(관악구청),603.23162538,0.60
관악월드메르디앙,서울대입구(관악구청),603.23162538,0.60
관악위버폴리스,서울대입구(관악구청),168.75872019,0.17
관악위버폴리스,서울대입구(관악구청),168.75872019,0.17
관악유앤아이,서울대입구(관악구청),655.77934897,0.66
관악유앤아이,서울대입구(관악구청),655.77934897,0.66
관악청광플러스원,봉천,600.66383126,0.60
관악청광플러스원,봉천,600.66383126,0.60
관악캠퍼스타워,서울대입구(관악구청),212.84018442,0.21
관악캠퍼스타워,서울대입구(관악구청),212.84018442,0.21
관악태우미소가,서울대입구(관악구청),417.02498981,0.42
관악태우미소가,서울대입구(관악구청),417.02498981,0.42
관악파크푸르지오,낙성대,682.40624463,0.68
관악파크푸르지오,낙성대,682.40624463,0.68
